"Gene.Symbol","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102","first","second","third"
"SLC30A4",9.9,35.5,18.4,14.6,17.9,"SLC30A4",NA,NA
"RS1",10.8,25.2,17.4,10.7,12.4,"RS1",NA,NA
"TEX28",3.3,1.8,2,3.9,6.5,"TEX28",NA,NA
"USP34",490.2,414.3,311.8,528.5,385.9,"USP34",NA,NA
"KCNS1",110.9,60.9,37.3,94.7,72.8,"KCNS1",NA,NA
"ATP12A",37.1,12.8,13.9,60.8,16.2,"ATP12A",NA,NA
"HTR1D",3.3,5.9,1.6,6.3,1.8,"HTR1D",NA,NA
"BRS3",34.9,5.4,13.2,29.9,22.4,"BRS3",NA,NA
"IBSP",29.7,27.1,33.8,8.2,19.5,"IBSP",NA,NA
NA,3.1,6.7,0.8,16.2,2.1,NA,NA,NA
"ENTPD2",1.6,3.9,4.5,6.7,1.9,"ENTPD2",NA,NA
"HOXD10",86.3,109.8,191.1,91.5,73.8,"HOXD10",NA,NA
"PLSCR2",18,22.4,5,21.7,16.6,"PLSCR2",NA,NA
"IL15RA",69.4,74.8,94.7,78.9,104.2,"IL15RA",NA,NA
"VENTX",51.2,22.9,23,11.5,27.6,"VENTX",NA,NA
"PPP1R2P9",1.9,3.2,3.2,2.7,1.7,"PPP1R2P9",NA,NA
"TREH",1.6,17.8,20,2.6,4.2,"TREH",NA,NA
"EDIL3",47.9,86.1,41.7,25.8,39,"EDIL3",NA,NA
"NOX1",20.8,6,4.8,19.1,31.5,"NOX1",NA,NA
"ALOX12B",1.4,8.5,3.2,3.9,1.9,"ALOX12B",NA,NA
"TP63",63.1,29.8,8.4,43.4,38.6,"TP63",NA,NA
"RHBDL1",4.3,4.9,1.7,5.4,1.4,"RHBDL1",NA,NA
"PGLYRP1",3.4,5.5,4.2,4.9,5.9,"PGLYRP1",NA,NA
"TFDP3",4.7,2.9,2.7,2.3,5.8,"TFDP3",NA,NA
"CYP7B1",27.9,18.1,1.9,24.1,19.5,"CYP7B1",NA,NA
"GK",8.4,16.7,3.6,18.2,20.9,"GK",NA,NA
"PTGES",69.9,30.6,33.2,64.1,75.3,"PTGES",NA,NA
"GP1BA",138.3,66.3,57.4,84.1,63.3,"GP1BA",NA,NA
"SMTN",699.2,1903.5,2205.8,1232.9,1414.3,"SMTN",NA,NA
"PIP5K1A",322.1,302,215,112.7,142.7,"PIP5K1A",NA,NA
"UGT2B15",61.1,6.4,16.5,53.3,25.7,"UGT2B15",NA,NA
"HCRTR2",47.5,9.9,10.7,34.7,9.4,"HCRTR2",NA,NA
"ZNF137P",35.2,15.7,22.3,43.2,45.4,"ZNF137P",NA,NA
"BTN1A1",42.7,4.1,1.9,40.7,41.7,"BTN1A1",NA,NA
"ALG3",37.4,85.7,88.5,137.8,123.1,"ALG3",NA,NA
"HOXD13",0.7,0.7,0.5,0.8,0.4,"HOXD13",NA,NA
"HOXD13",30.4,6.3,17.1,18.7,20,"HOXD13",NA,NA
"BFSP2",7.4,16,12.4,30.8,11.9,"BFSP2",NA,NA
"NPY5R",75.4,37.8,41.8,74.5,63.8,"NPY5R",NA,NA
"PROX1",26.4,40.2,24,19.3,31.2,"PROX1",NA,NA
"ZNF132",23.3,15.7,33.4,26.5,26.2,"ZNF132",NA,NA
"IRS4",43.4,52.4,47.2,29.6,28.1,"IRS4",NA,NA
"HTR1E",22.5,9.3,49.2,39.9,18.4,"HTR1E",NA,NA
"RAD17",50,37.9,33.5,64.8,51.7,"RAD17",NA,NA
"CYP7A1",2.2,9.2,1.3,15.7,4.8,"CYP7A1",NA,NA
"CYP4A11",34,4.8,1.1,28.5,27,"CYP4A11",NA,NA
"SLC22A14",78.3,67.7,30.4,71.1,57.3,"SLC22A14",NA,NA
"LECT2",2.9,5.3,3.8,19.7,4.3,"LECT2",NA,NA
"TLX2",0.9,3.3,3.9,3,1.3,"TLX2",NA,NA
"CELP",19.5,5.6,2.8,8.4,3.1,"CELP",NA,NA
"SCN5A",51,6.1,13.6,51.2,16.5,"SCN5A",NA,NA
"LOC100507472 /// PCSK6",55.6,77.7,44.5,71.1,34,"LOC100507472","PCSK6",NA
"PLA2R1",32.5,44.1,23,37.9,28.3,"PLA2R1",NA,NA
"NFATC3",50.9,14.3,23.1,46.7,41.7,"NFATC3",NA,NA
"ZNF177 /// ZNF559-ZNF177",56.7,37.3,36.9,54.3,61.5,"ZNF177","ZNF559-ZNF177",NA
"DDO",4,11,3,5.9,7.2,"DDO",NA,NA
"RAC2",9.5,6.3,4.3,7,29.7,"RAC2",NA,NA
"COLEC10",31,25.7,16.5,14.2,15,"COLEC10",NA,NA
"CA5A",10.2,19.2,13.2,61.5,27.9,"CA5A",NA,NA
"ADAM20",29.3,7.3,15.8,4,2.1,"ADAM20",NA,NA
"ADAM20",58.9,69.6,30.4,26,34.8,"ADAM20",NA,NA
"MYF5",1.5,22.6,5,1.6,18.1,"MYF5",NA,NA
"9-Sep",22.5,36.9,72,23,24.8,"9-Sep",NA,NA
"TNFSF4",68.3,49.4,27.7,39,27.8,"TNFSF4",NA,NA
"ACR",22.2,36.4,9.2,27,20.6,"ACR",NA,NA
"CDK11A /// CDK11B",120.4,126.9,183.2,119.3,143,"CDK11A","CDK11B",NA
"SLC22A2",4.5,17.1,15.8,30,20.2,"SLC22A2",NA,NA
"MSMB",1,7.2,1,8.8,0.8,"MSMB",NA,NA
"DEGS1",223.3,105.5,259.9,280.9,251,"DEGS1",NA,NA
"BEST2",38.3,57.2,43.8,80.9,50.1,"BEST2",NA,NA
"IL10",37.1,27.7,25.8,10.9,37.6,"IL10",NA,NA
"FXYD2 /// FXYD6-FXYD2",24.1,39.4,35.6,42.2,31.7,"FXYD2","FXYD6-FXYD2",NA
"SRRM2",538.3,596.9,407.9,447.8,431,"SRRM2",NA,NA
"SORBS1",417.5,726.7,548.8,616.2,555,"SORBS1",NA,NA
"NOVA1",1.5,1.3,8.9,0.2,0.3,"NOVA1",NA,NA
"SNUPN",119.7,112.9,157.9,136.2,192.2,"SNUPN",NA,NA
"SLC35A2",66.5,63.9,67.5,67.7,84.9,"SLC35A2",NA,NA
"SLC35A2",23,32.5,17.4,28.4,38.4,"SLC35A2",NA,NA
"SMR3B",4.5,1.9,1.9,3.7,1.8,"SMR3B",NA,NA
"CSF3",119.6,8.6,4,6.2,4.6,"CSF3",NA,NA
"NR2E1",4,4.1,3.1,7.7,4.2,"NR2E1",NA,NA
"SLC22A13",5.4,5.1,3.4,5.6,3.9,"SLC22A13",NA,NA
"CCR9",42.4,42,25.6,55.6,28.2,"CCR9",NA,NA
"TLR6",40.8,6.3,5,17.7,23,"TLR6",NA,NA
"MGAT4C",12.7,18.5,16.8,12.9,13,"MGAT4C",NA,NA
"POFUT2",8.8,3.9,3.4,12.4,3.3,"POFUT2",NA,NA
"POFUT2",71.3,27,53.8,41.2,25.7,"POFUT2",NA,NA
"POU6F2",1.4,1.7,1.3,1.2,3.4,"POU6F2",NA,NA
"NKX2-8",9.7,5.4,30.4,24.1,2.6,"NKX2-8",NA,NA
"CNTN5",3.8,11.6,13.3,5.1,2.8,"CNTN5",NA,NA
"DNAJB5",11,193.5,275.6,88.9,61.9,"DNAJB5",NA,NA
"GRIK3",5.6,1.7,1.8,5.4,3.3,"GRIK3",NA,NA
"P2RY1",41,30.5,32.1,37.7,31.7,"P2RY1",NA,NA
"HNF4G",28.9,3.1,10.5,7.2,4.5,"HNF4G",NA,NA
"LY6G6D /// LY6G6F",60.6,22.1,33.8,67.4,32.8,"LY6G6D","LY6G6F",NA
"RHPN1-AS1",89.3,49.6,9.7,25.9,37,"RHPN1-AS1",NA,NA
"GYPB",38.6,18,10.3,8.8,20.1,"GYPB",NA,NA
"GZMM",17.6,7.6,13.8,40.4,13,"GZMM",NA,NA
NA,9.9,3.8,13.9,9.2,10,NA,NA,NA
"GLRA2",70.7,15,1.9,87.7,34.9,"GLRA2",NA,NA
"PRSS3",39.6,35.6,51.7,34.4,23.7,"PRSS3",NA,NA
"AHCYL1",35.6,32.3,31.3,42.7,25.2,"AHCYL1",NA,NA
"LOC100127886",2.6,5.9,1.5,0.4,3.7,"LOC100127886",NA,NA
"GAL",51.9,25.9,24,48.2,31.4,"GAL",NA,NA
"CAST",464.7,254.4,254.4,310.8,422.1,"CAST",NA,NA
"SFRP5",17.7,8.9,26.8,3.6,2.4,"SFRP5",NA,NA
"PIR",56.2,87.8,44,48.6,51.3,"PIR",NA,NA
"BC113958",41.6,12.3,21,56.2,35.2,"BC113958",NA,NA
NA,5.3,17.9,16.4,34.3,7.1,NA,NA,NA
"RARS2",12.8,1.4,0.5,1.7,0.7,"RARS2",NA,NA
"MLN",49.3,53.8,15.8,34,26.7,"MLN",NA,NA
"SNRK",30,44.8,22.9,48.9,40.6,"SNRK",NA,NA
"FABP2",13,72,11.3,7.1,15.2,"FABP2",NA,NA
"LOC100507630",3.8,3.3,21.5,3.7,2.7,"LOC100507630",NA,NA
NA,39,10.4,6.9,2.2,20.8,NA,NA,NA
"PRO2958",22.7,26.6,8.8,33.3,20,"PRO2958",NA,NA
NA,1.1,2.9,2.1,11.4,2.9,NA,NA,NA
"MEIS2",665.6,295.8,398.7,531.8,498.5,"MEIS2",NA,NA
NA,2.1,3.5,14.1,7.7,2.7,NA,NA,NA
"TP53TG5",48.6,8.8,69,69.5,26.5,"TP53TG5",NA,NA
"CAND1",104.2,54.2,123.1,108.6,151.2,"CAND1",NA,NA
"EHMT2",14.5,21.5,11.5,48.6,51.4,"EHMT2",NA,NA
"BTN3A1",68.7,77.9,55.6,57.3,46,"BTN3A1",NA,NA
"CHN2",125.3,54.9,62.6,82.2,82.2,"CHN2",NA,NA
NA,18.3,9.2,26.9,24.8,18.5,NA,NA,NA
NA,10.1,10.3,5.7,6.6,10.4,NA,NA,NA
"RPS2P45 /// RPS2P45",36.8,18,16.6,31.8,21.5,"RPS2P45","RPS2P45",NA
"TUBA4B",44.3,48.4,35.2,17.9,31.8,"TUBA4B",NA,NA
"MOGAT2",43.6,72.6,24.9,56.9,30.8,"MOGAT2",NA,NA
"NGLY1",28.6,18.1,27,46.2,41.8,"NGLY1",NA,NA
"SSX2 /// SSX2B",8.4,14.2,9.6,16.4,12.1,"SSX2","SSX2B",NA
"ZNF76",6.7,18.1,16.1,5.3,11.2,"ZNF76",NA,NA
"RAB28",35.9,10.9,23.5,32.8,17.6,"RAB28",NA,NA
"MS4A2",51.8,53.9,14,57,68.2,"MS4A2",NA,NA
"MS4A2",45.4,64.7,56.9,88.2,105.3,"MS4A2",NA,NA
"CYP2D6 /// CYP2D7P /// LOC101929829",51.6,55.4,28.2,43.1,15.6,"CYP2D6","CYP2D7P","LOC101929829"
"UNC45A",143.9,254,191.1,175.4,234.8,"UNC45A",NA,NA
"CASP5",37.2,22.1,1.4,44.7,15.5,"CASP5",NA,NA
"FGF12",35.4,21.7,13.8,30.4,29.2,"FGF12",NA,NA
"GUCA2B",2.3,22.7,6.5,1.6,1.8,"GUCA2B",NA,NA
"TCP10",32.9,26.6,30.2,35.5,15.6,"TCP10",NA,NA
"CA7",83.1,21.7,59.8,75,90.4,"CA7",NA,NA
"PRKG2",65.1,7.1,10.9,61.2,24.9,"PRKG2",NA,NA
"GLRX3",49.8,38.4,19.2,28.6,26.9,"GLRX3",NA,NA
"ATP5G3",478.2,381.8,448.5,489,787.7,"ATP5G3",NA,NA
"ATP5G3",430,554.7,613.6,502.5,587.5,"ATP5G3",NA,NA
"LAIR2",35.4,8.9,21.1,24.7,182.7,"LAIR2",NA,NA
"BDKRB1",55.8,4.2,23.8,17.3,11.6,"BDKRB1",NA,NA
"CNPPD1",13.8,10.8,58.4,17,11.1,"CNPPD1",NA,NA
"ZNF189",123.6,190.4,167.1,210.4,225.3,"ZNF189",NA,NA
"GNAT1",3.5,1.4,5.1,2.9,2.9,"GNAT1",NA,NA
"POLR1C",83.4,142.7,115.3,123.3,104.5,"POLR1C",NA,NA
"CHRNB4",24.8,5.6,11.4,21.3,1.2,"CHRNB4",NA,NA
"LAMC2",27,2.6,0.8,27.9,18.4,"LAMC2",NA,NA
"DGKE",21.2,30.1,18.7,17,19.4,"DGKE",NA,NA
"SLC6A4",33.5,40.6,11.4,25.5,9.8,"SLC6A4",NA,NA
"TROVE2",39.1,20.1,7.6,18.7,10.4,"TROVE2",NA,NA
"ATP2A3",3.9,7.3,3.9,4.5,4.1,"ATP2A3",NA,NA
"ATP2A3",22.7,15.7,41.9,10.2,72.7,"ATP2A3",NA,NA
"C6orf10",26.9,2.5,25.8,28.5,11.9,"C6orf10",NA,NA
"MIR6132 /// ST7 /// ST7-OT3",183.9,49.8,70,135.1,79.5,"MIR6132","ST7","ST7-OT3"
"GIPC1",163.1,241.1,170,156.9,134.6,"GIPC1",NA,NA
"IL1RL1",38.8,20.2,16.5,11.8,27.1,"IL1RL1",NA,NA
"KCNJ9",48.2,1.9,12.3,19.2,22.1,"KCNJ9",NA,NA
"SLC7A11",58.2,18.4,15.2,41.4,33,"SLC7A11",NA,NA
"DEFA5",52.1,12,20.8,47.7,53.4,"DEFA5",NA,NA
"CDKN2B",2.3,1.2,3.6,4.5,12.8,"CDKN2B",NA,NA
"CRYGC",25.2,33.6,34.2,9.5,14.9,"CRYGC",NA,NA
"CRYGD",27.5,6.7,5.6,21.2,47.5,"CRYGD",NA,NA
"CCL1",2.7,3.5,2.6,5,2.4,"CCL1",NA,NA
"MAGEB1",16.3,4.5,12,5.7,12.6,"MAGEB1",NA,NA
"NFKB2",115.7,186.3,87.8,69.4,66.6,"NFKB2",NA,NA
"TNFRSF9",56.4,38.1,45.3,39.7,16.5,"TNFRSF9",NA,NA
"PFKFB1",39,5.6,6.3,32.2,17.4,"PFKFB1",NA,NA
"IL4",10.8,13,2.4,0.6,6.2,"IL4",NA,NA
"IL4",1.6,22.7,13.9,1.1,11,"IL4",NA,NA
"SYK",3.2,4.9,5.3,3.2,4.1,"SYK",NA,NA
"EXOSC10",85.3,117,148.2,86.5,85.3,"EXOSC10",NA,NA
"AQP1",698.4,372,786,733,460.5,"AQP1",NA,NA
"P4HA1",216.7,390,149.4,220.1,287.1,"P4HA1",NA,NA
"ADH6",22.8,4.6,2.2,24.8,4.2,"ADH6",NA,NA
"LOC101928143 /// LOC101930388 /// NUMB",37.9,28.8,17.6,34.9,46.8,"LOC101928143","LOC101930388","NUMB"
"ATP4B",42.6,18.8,30.2,40.1,17.8,"ATP4B",NA,NA
"FAM107A",162.5,239.2,191.7,170.6,108.1,"FAM107A",NA,NA
"GRM7 /// LOC100996542",23.6,12,14.9,16.5,4.8,"GRM7","LOC100996542",NA
"CD46",343.8,318,294.1,362.5,297.8,"CD46",NA,NA
"MPL",11.2,12.2,9.5,21.6,13.5,"MPL",NA,NA
"MSL3",102.4,177.8,142.4,168.6,188.6,"MSL3",NA,NA
"ATP5G2",10.9,34.5,22.1,29.9,48.3,"ATP5G2",NA,NA
"OPRK1",46.6,29.7,44.9,10.4,45.4,"OPRK1",NA,NA
"TBXA2R",132.9,75.7,72.7,133.9,79.4,"TBXA2R",NA,NA
"TBXA2R",32.4,45.6,16,18.1,21.8,"TBXA2R",NA,NA
"DGKZ",86.8,83.9,113.7,99.7,107.5,"DGKZ",NA,NA
"RYR2",2,4.7,13.5,1.9,17.2,"RYR2",NA,NA
"PITX2",1,7.8,6.6,14.9,6.9,"PITX2",NA,NA
"ZMYM3",140.8,174.4,121.2,169.1,121.3,"ZMYM3",NA,NA
"SLC28A1",52.2,8.3,30.4,31.5,25.1,"SLC28A1",NA,NA
"ABCB8 /// ASIC3",51.4,22.9,25,51.6,43.7,"ABCB8","ASIC3",NA
"DGKQ",5,1.9,2.3,2.8,5,"DGKQ",NA,NA
"OGT",237.5,265.9,186.2,207,229,"OGT",NA,NA
"OGT",324.5,190.4,116,252.2,227.9,"OGT",NA,NA
"MR1",36.8,24.3,46.4,44.3,32.3,"MR1",NA,NA
"MR1",9.4,7,7.8,14.3,8.7,"MR1",NA,NA
"SLC13A2",5.6,7,3.8,3.9,6.6,"SLC13A2",NA,NA
"CHRNA6",77.4,62.8,65.3,74.4,47.8,"CHRNA6",NA,NA
"ROS1",14.9,27.1,2.9,31.5,16.8,"ROS1",NA,NA
"SHOX",4.6,2.7,3.5,7,2.3,"SHOX",NA,NA
"THEMIS2",52.2,74.6,66.8,30.2,41.3,"THEMIS2",NA,NA
"EFCAB2",34.3,14,16.7,35.1,60.5,"EFCAB2",NA,NA
"ATP5L",775.6,960.3,930.6,834.2,946.7,"ATP5L",NA,NA
"GADD45B",907.2,683,651.9,76.9,223.8,"GADD45B",NA,NA
"GOLGA6A",48.2,18.2,11.6,20.6,25.5,"GOLGA6A",NA,NA
"OXT",10.5,34,3.6,15.8,5.3,"OXT",NA,NA
"HTR4",24.3,27.8,19.8,35,32.5,"HTR4",NA,NA
"HTR4",61.6,59.3,9.5,95.6,59.1,"HTR4",NA,NA
"MAGEB3",11,5.9,19.2,8.4,8.4,"MAGEB3",NA,NA
"MAGEB4",4,14.5,4,2.4,1.4,"MAGEB4",NA,NA
"MAGEB4",10,1.4,13.6,1,8.8,"MAGEB4",NA,NA
"PIN1P1",2.2,36.7,16.2,8,29.9,"PIN1P1",NA,NA
"ABCD2",2.8,5.9,14.3,12.6,8.2,"ABCD2",NA,NA
"LPA",2.1,4.8,16.5,1,14,"LPA",NA,NA
"RPL36AL",1148.7,781.9,758.9,771.8,844.5,"RPL36AL",NA,NA
"SHH",28.7,4.8,3,6.5,27.5,"SHH",NA,NA
"CRYGA",14.2,3.5,3.8,8.1,20.2,"CRYGA",NA,NA
NA,14,3.6,9.4,2,6.2,NA,NA,NA
"ADRA1B",24.2,2.2,10.4,4.2,7.9,"ADRA1B",NA,NA
"CENPI",31.7,6.5,27.3,4.9,19.5,"CENPI",NA,NA
"ARID1A",28.7,27.5,55.2,29.4,34.4,"ARID1A",NA,NA
"HCN2",15.2,4.8,21,3.2,9.2,"HCN2",NA,NA
"ABCG4",49.5,59.7,31.5,34.9,36.9,"ABCG4",NA,NA
"SYNJ1",45.5,38.4,31.3,56.4,30.6,"SYNJ1",NA,NA
"BMP1",21.2,76.2,113.7,98.2,101.4,"BMP1",NA,NA
"SLCO4C1",23.9,15.1,22.4,17.6,9.9,"SLCO4C1",NA,NA
"ADAM18",23.2,9.3,11.2,24.9,22.1,"ADAM18",NA,NA
"XRCC2",159,87.7,80.6,77,140.2,"XRCC2",NA,NA
"MMP20",24.4,2.5,2.1,18.2,2.4,"MMP20",NA,NA
"KCNC3",48.7,12.8,22,49.4,31.7,"KCNC3",NA,NA
"SULT1B1",46.9,44,37.8,66.1,45.8,"SULT1B1",NA,NA
"TMPRSS11D",67.6,50.4,44,61.8,44.8,"TMPRSS11D",NA,NA
"SLC4A7",0.9,2.6,4.1,8.4,6,"SLC4A7",NA,NA
"SLC4A7",15.3,72.6,40.2,55.7,53,"SLC4A7",NA,NA
"ZNF117",94.4,58.3,89.3,92.1,49.7,"ZNF117",NA,NA
"ARHGAP12",133.3,61.9,53.7,101.9,119.3,"ARHGAP12",NA,NA
"ASCL2",0.6,4.8,0.2,0.5,0.2,"ASCL2",NA,NA
"CYP1A2",190.5,57.9,53.5,149.1,88.8,"CYP1A2",NA,NA
"CYP1A2",8.6,10.7,3.8,6,9.3,"CYP1A2",NA,NA
"EMR2",23.5,7.4,31.3,57.5,29.3,"EMR2",NA,NA
"HIST1H2BL",9.2,14.3,8.3,7.3,7,"HIST1H2BL",NA,NA
"WNT8B",4.5,2.2,2.7,1.8,4.1,"WNT8B",NA,NA
"CAMK2A",4.3,31.8,2.4,18.1,3.8,"CAMK2A",NA,NA
"CUL1",285.2,221.2,186.4,228.8,196.4,"CUL1",NA,NA
"C16orf3",4.4,2.5,6,33.5,7.2,"C16orf3",NA,NA
"TANK",373.9,331.1,360.1,329.6,224.1,"TANK",NA,NA
"DDX3X",9.2,1.8,2,1.8,12.9,"DDX3X",NA,NA
"BCS1L",195.5,185,173.7,175.3,159.9,"BCS1L",NA,NA
"HCRTR1",6.4,2.6,2.7,5.3,1,"HCRTR1",NA,NA
"CASK",41.3,65.5,54.8,55.8,26.3,"CASK",NA,NA
"PEMT",20.7,134.6,178.7,108.1,67.1,"PEMT",NA,NA
"ABCF2",84.2,122.3,131.7,71.9,67.3,"ABCF2",NA,NA
"ABCF2",31.5,22.8,28.4,4.6,16.6,"ABCF2",NA,NA
"RPGR",72.8,50.3,35.9,76.7,52.8,"RPGR",NA,NA
"CBFA2T2",132.2,108.7,93.4,95,121.7,"CBFA2T2",NA,NA
"SLC7A2",21,6,2.2,7.3,4,"SLC7A2",NA,NA
"TFCP2",53,94.5,53.5,38.9,61,"TFCP2",NA,NA
"WBSCR22",215.7,226,278,188.9,201,"WBSCR22",NA,NA
"ARHGEF2",147.3,164.1,139.2,188.8,153.8,"ARHGEF2",NA,NA
"CREM",219.8,535.4,88.2,193.9,180,"CREM",NA,NA
"NBR2",22.1,36.9,28.6,4.3,5.7,"NBR2",NA,NA
"MUSK",20.4,21.9,3.4,9.2,3.6,"MUSK",NA,NA
"MUSK",24,5.4,10.7,22.2,1.8,"MUSK",NA,NA
"PDCD1",57.3,12.2,49.5,41.3,35.1,"PDCD1",NA,NA
"KCNH1",24.4,6.2,5,14.9,2.7,"KCNH1",NA,NA
"SERPINI2",39.5,34.7,38,41.7,33.9,"SERPINI2",NA,NA
"WSCD2",54.2,7.7,9.2,9.9,5.5,"WSCD2",NA,NA
"TMPRSS15",17.1,13.3,8.3,8.3,8.8,"TMPRSS15",NA,NA
"FZD9",8.5,5.5,6.1,6.6,3.4,"FZD9",NA,NA
"NTN3",2.8,24.3,13.7,2.5,4.7,"NTN3",NA,NA
"TNFRSF13B",46.5,155.2,59.3,50.5,76.4,"TNFRSF13B",NA,NA
"HCRT",49.5,7.4,34.9,38.4,37.8,"HCRT",NA,NA
"TNFRSF1A",700.1,713.2,715.8,648.6,636.7,"TNFRSF1A",NA,NA
"FOXH1",25.7,20.3,10.1,8.1,7.7,"FOXH1",NA,NA
"CHD1L",46.1,61.2,55.7,48.4,50.2,"CHD1L",NA,NA
"CDY1 /// CDY1B /// CDY2A /// CDY2B",27.4,12.5,19.1,29,16.8,"CDY1","CDY1B","CDY2A"
"CDY1",11.1,1.8,5,19.1,4.3,"CDY1",NA,NA
"DRP2",61.6,17,8.6,64.9,18.6,"DRP2",NA,NA
"KRT37",45.5,41.5,64.3,46.8,10.7,"KRT37",NA,NA
"PTGER1",5.3,28.7,7.9,7.5,6.7,"PTGER1",NA,NA
"GPR171",6.9,16.4,2.4,5,19.9,"GPR171",NA,NA
"CMKLR1",85.2,32.4,36.9,70.4,55.3,"CMKLR1",NA,NA
"FOXD2",16.9,52.6,19,30.3,30.4,"FOXD2",NA,NA
"DR1",159.9,195.8,203.5,153.8,159.2,"DR1",NA,NA
"BLNK",48,16.4,31.3,78,63.1,"BLNK",NA,NA
"ACOX1",4.2,4.9,2.6,4.1,7.6,"ACOX1",NA,NA
"TNPO1",274.7,500.6,410.9,362.3,437.2,"TNPO1",NA,NA
"FOXG1",11.2,12.3,5.1,10.6,8.4,"FOXG1",NA,NA
"MOBP",43.5,28.9,23.9,37.5,34,"MOBP",NA,NA
"DMD",69.3,31.3,33.5,82.1,55.2,"DMD",NA,NA
"SH3PXD2A",41.5,58.1,23.3,37.6,22.8,"SH3PXD2A",NA,NA
"TBX1",19.1,2.5,2.6,6.2,24.8,"TBX1",NA,NA
"GAGE3",56.3,52.5,39.1,43.4,34.2,"GAGE3",NA,NA
"ADAM2",1.4,13.4,1,1.4,6.3,"ADAM2",NA,NA
"ADAM21",98.8,38.2,29.2,65,45.1,"ADAM21",NA,NA
"SSX3",43.4,19.5,30.3,2.8,7.1,"SSX3",NA,NA
"LOC100996792 /// MAP2K3",139.6,197.2,108.5,73,50.4,"LOC100996792","MAP2K3",NA
"PDIA6",449.1,394.5,477.9,501.5,572.1,"PDIA6",NA,NA
"KRT83",8.1,14,6.2,26.2,7.2,"KRT83",NA,NA
"KRT85",78.8,31.2,68.9,96.2,41.4,"KRT85",NA,NA
"BEST1",30.6,20.3,43.5,22.2,22.2,"BEST1",NA,NA
"RFX4",2.6,7.4,3.6,3,1.3,"RFX4",NA,NA
"NPHS1",14.4,30.4,18.4,30.7,3,"NPHS1",NA,NA
"FCAR",24.7,14.6,5.7,12,7.4,"FCAR",NA,NA
"ARTN",21,1.8,1.6,31.2,42.4,"ARTN",NA,NA
"ONECUT2",31.1,5.5,4.8,8.4,31.8,"ONECUT2",NA,NA
"NCF4",24.3,3.1,15.5,16.8,25.6,"NCF4",NA,NA
"SOX30",1.7,2,20.3,3.4,9,"SOX30",NA,NA
"PAX3",14.5,7.7,1.1,8.4,14.4,"PAX3",NA,NA
"PAX3",27.3,30.5,2.8,16.3,18,"PAX3",NA,NA
"CXCR3",34.4,6.3,10.4,2.5,6,"CXCR3",NA,NA
"KIF25",5.7,4.5,24.7,4.6,1.9,"KIF25",NA,NA
"FOXN1",4.9,4.3,2.2,6.2,3.9,"FOXN1",NA,NA
"TBX6",61.3,61.2,54.5,63.7,47.6,"TBX6",NA,NA
"CRYBB3",3.2,3.2,3.1,3.2,2.2,"CRYBB3",NA,NA
"CASP8",33.1,41.8,30,32.5,24.7,"CASP8",NA,NA
"INHBC",94.5,32,23.1,72.9,43.5,"INHBC",NA,NA
NA,66.6,25.7,34.4,38,49.1,NA,NA,NA
"TBX10",50.4,12.5,23.4,27.4,27.4,"TBX10",NA,NA
"ALX3",31.5,10.4,7.6,40.5,32.4,"ALX3",NA,NA
"ENTPD1",254.1,258.8,359.4,431.7,467,"ENTPD1",NA,NA
"ACAN",52,8.2,25.8,53.3,21.7,"ACAN",NA,NA
"CACNB4",8.2,26.8,3.4,7.8,24.3,"CACNB4",NA,NA
"POU3F4",25.1,2.1,18.3,18.6,11,"POU3F4",NA,NA
"IGSF1",54,3.2,26.8,53.8,17.8,"IGSF1",NA,NA
"FUT9",0.6,0.6,1.5,0.3,4.4,"FUT9",NA,NA
"LILRB2",32.2,47.2,44.3,33,57.5,"LILRB2",NA,NA
"C6orf123",50,34.7,7.4,40.2,18.3,"C6orf123",NA,NA
"ZFHX2",84.3,109.2,52.6,79,49.4,"ZFHX2",NA,NA
"NCOA3",109.7,107.9,89.1,179,179.4,"NCOA3",NA,NA
"C22orf24",95.3,62.4,25.5,79.5,61.1,"C22orf24",NA,NA
"MAGI2",11.4,4,19.3,3.4,8,"MAGI2",NA,NA
"NLGN4Y",7,4.7,5.5,2.7,1.9,"NLGN4Y",NA,NA
"GAS7",67.7,75.6,84,122.7,92.3,"GAS7",NA,NA
"NINL",97.3,72.3,90.7,73,49,"NINL",NA,NA
"USH2A",19.4,0.8,2.7,1,8.7,"USH2A",NA,NA
"SEC13",395.6,459,672.1,575.2,437.8,"SEC13",NA,NA
"ALOXE3",85.7,65.9,59.5,75.4,56.2,"ALOXE3",NA,NA
"PRKAA2",10.4,2.9,10.3,21.4,10.1,"PRKAA2",NA,NA
"LCE2B",16.2,18.8,1.3,1.3,1.4,"LCE2B",NA,NA
"SOGA1",65.5,55,73.1,81.6,85.9,"SOGA1",NA,NA
"BAGE",28.8,3,8.8,42.4,13.2,"BAGE",NA,NA
"RBCK1",140.7,203.6,156.8,107.4,168.2,"RBCK1",NA,NA
"SERPINH1",215.5,916.7,1588.3,477,506.8,"SERPINH1",NA,NA
"CRYGB",5.2,23.7,12,8.6,33.6,"CRYGB",NA,NA
"KRT38",67.7,65,38.9,57,32.7,"KRT38",NA,NA
"PKP2",9.5,41.8,9.8,13.1,14.9,"PKP2",NA,NA
"CYP2A7",117,29.7,61,104.7,76.4,"CYP2A7",NA,NA
