"Gene.Symbol","GSM9098","GSM9099","GSM9100","GSM9101","GSM9102","first","second","third"
"DNAI1",8,40.8,2.4,7.1,24,"DNAI1",NA,NA
"PRSS50",7.6,9.5,20.1,4.2,5.7,"PRSS50",NA,NA
"FBXL12",260.3,268,251.9,311.7,245.4,"FBXL12",NA,NA
"NIPAL2",85.7,61.6,68.4,102.6,88.8,"NIPAL2",NA,NA
"CCDC169-SOHLH2 /// SOHLH2",42.9,11.7,26,36.2,7.4,"CCDC169-SOHLH2","SOHLH2",NA
"LTB4R2",6.6,40.5,21.7,6.7,14.5,"LTB4R2",NA,NA
"FXYD7",57.2,34,28.4,58.9,48.8,"FXYD7",NA,NA
"CLEC2D",32.1,22.7,26.8,34.9,13.6,"CLEC2D",NA,NA
"ODAM",33.8,20.3,21.3,20.3,10.7,"ODAM",NA,NA
"EVA1B",112.9,155.9,200.1,131.6,71.2,"EVA1B",NA,NA
"SLC7A9",102.6,64.6,36.4,111.8,73.6,"SLC7A9",NA,NA
"CRYBA2",1.4,1.7,2.9,2,1.6,"CRYBA2",NA,NA
"LOC101928274 /// VSIG10",82.2,27.7,34.4,48.1,52.4,"LOC101928274","VSIG10",NA
"HAND1",38.3,26.1,26.8,45,15.8,"HAND1",NA,NA
"DNMT3L",3,2.9,2.5,19.8,7.6,"DNMT3L",NA,NA
"SNX11",68.1,61.3,69.8,108.4,62.3,"SNX11",NA,NA
"C11orf63",48.4,33.7,17.2,25.1,27.6,"C11orf63",NA,NA
"HAPLN2",19.2,14.7,48.6,23,27.4,"HAPLN2",NA,NA
"LUC7L",128.7,167.3,121.8,143.6,77.8,"LUC7L",NA,NA
"ANKEF1",7.3,16.4,3.6,8.5,3.1,"ANKEF1",NA,NA
"MAP9",1.5,1.5,1.8,6,11,"MAP9",NA,NA
"TLR7",14.4,9,25.3,25.7,37.7,"TLR7",NA,NA
"FAM60A",642.5,754.2,521.4,273.7,202.3,"FAM60A",NA,NA
"ALDH8A1",21.8,32.8,25,36.1,30.8,"ALDH8A1",NA,NA
"C2orf54",39.2,10.1,3,33.4,16.9,"C2orf54",NA,NA
"FAM184A",76.6,37.2,39.5,69.2,40.2,"FAM184A",NA,NA
"C19orf73",10.5,4.6,28.1,26.2,15.4,"C19orf73",NA,NA
"C10orf95",5.4,9,21.6,5.8,4.6,"C10orf95",NA,NA
"ENTPD7",7.7,34.8,33.3,12.7,18.8,"ENTPD7",NA,NA
"DST",31.1,9.9,25.2,28.4,31.6,"DST",NA,NA
"BRD9",283.1,267.7,329.6,188.6,193.9,"BRD9",NA,NA
"EFCAB1",11.4,46,49.2,35.4,31,"EFCAB1",NA,NA
"PLEKHA8P1",33.6,51.8,38.9,33,48.4,"PLEKHA8P1",NA,NA
"LGALS14",62.5,30.4,19.6,53.8,54.6,"LGALS14",NA,NA
"ABCA11P",46.9,31.7,49,57.9,32.3,"ABCA11P",NA,NA
"KPTN",15.9,15.1,10.3,55,20.9,"KPTN",NA,NA
"EPB41L4B",53.4,51.7,33.1,62.9,38.8,"EPB41L4B",NA,NA
"CARD9 /// DNLZ",22.3,7.6,21.5,44.6,25,"CARD9","DNLZ",NA
"HR",45.1,2.8,41.9,43.8,63.2,"HR",NA,NA
"FBXO40",6.8,4.2,12.3,3,18,"FBXO40",NA,NA
"INO80D",84.1,53.5,39.5,58,35,"INO80D",NA,NA
"CNNM1",55.1,25.2,26.1,43.4,33.3,"CNNM1",NA,NA
"TP53TG3 /// TP53TG3B /// TP53TG3C /// TP53TG3D",133,21.5,74.9,94.1,57.7,"TP53TG3","TP53TG3B","TP53TG3C"
"CASC1",20.1,16.9,10.1,6,16.7,"CASC1",NA,NA
"TMEM156",15.3,2.5,5.1,11.1,5.5,"TMEM156",NA,NA
"FHL5",43.9,46.5,42.6,54.3,94.9,"FHL5",NA,NA
"GPALPP1",11.6,25.6,13.3,6.3,15.6,"GPALPP1",NA,NA
"DCAF17",21,11,13.1,24.8,24.7,"DCAF17",NA,NA
"CCDC176",152.5,122.8,136,177.9,171.2,"CCDC176",NA,NA
"LRRC8E",18.1,12.6,15.7,20.6,14.5,"LRRC8E",NA,NA
"CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6 /// CBWD7 /// LOC101060578",85.9,111.8,82.9,118.1,117.4,"CBWD1","CBWD2","CBWD3"
"NUBPL",42.4,26.1,32.3,45.1,45.9,"NUBPL",NA,NA
"TMPRSS3",20,25.4,14.4,19.4,32.9,"TMPRSS3",NA,NA
"MFSD12",4.9,60.2,4.2,27.6,5,"MFSD12",NA,NA
"DPEP3",8.2,2.3,3.9,4.4,1.6,"DPEP3",NA,NA
"CCDC68",58.1,2.4,4.3,47.7,19.9,"CCDC68",NA,NA
"SLC30A5",68.1,42.6,17.9,64.3,49.6,"SLC30A5",NA,NA
"SLC25A23",50.8,28.4,69.8,32.9,58.9,"SLC25A23",NA,NA
"NUDT6",15,1.1,15.9,20.9,19.8,"NUDT6",NA,NA
"NANOG",6.5,21.5,13.5,37.5,25.2,"NANOG",NA,NA
"SPTBN4",18.6,55.5,53.3,31.6,17.3,"SPTBN4",NA,NA
"CDHR2",72.3,24,60.2,131.6,71.6,"CDHR2",NA,NA
"STEAP4",66.8,28.6,25.9,30.8,37.2,"STEAP4",NA,NA
"JPH3",23.2,5,2.2,5.4,4.2,"JPH3",NA,NA
"MGAT4B",91.9,157.5,183.4,103.6,93.9,"MGAT4B",NA,NA
"GTF2A1L /// STON1-GTF2A1L",25.7,40.2,57.3,23.1,8.3,"GTF2A1L","STON1-GTF2A1L",NA
"GKN1",8.4,37.9,2.7,5.5,3.9,"GKN1",NA,NA
"SPDEF",6.7,6.8,5.5,6.4,5.8,"SPDEF",NA,NA
"SH3D21",29,24.6,10.2,32.6,8.5,"SH3D21",NA,NA
"NSUN7",37.9,3.1,6.6,20.1,11.6,"NSUN7",NA,NA
"MBD5",120.4,55.2,39.7,98.2,60.8,"MBD5",NA,NA
"MUC16",3.5,81.5,4.3,33,3.7,"MUC16",NA,NA
"ATP6V0A4",35.6,16.8,23.6,18.4,12.1,"ATP6V0A4",NA,NA
"EIF5A2",47.6,26.3,36.4,31.7,24.6,"EIF5A2",NA,NA
"AIDA",289.3,114.7,171,363.5,431,"AIDA",NA,NA
"SETD8",74.9,87.5,81.1,72.6,87.9,"SETD8",NA,NA
"RC3H2",33.7,25,26.3,52.1,16.3,"RC3H2",NA,NA
"RC3H2",147.2,198.3,138.4,117.4,159.7,"RC3H2",NA,NA
"BMP8A",91.8,102.2,86.7,37.9,64.3,"BMP8A",NA,NA
"BMP8A",13.5,26,19.8,10,22.9,"BMP8A",NA,NA
"TPTE",22.1,16.3,11.1,19.4,12.7,"TPTE",NA,NA
"ZMYM1",36.9,38.5,44.7,41.3,31,"ZMYM1",NA,NA
"YIF1B",65,51.1,46.5,57,52.2,"YIF1B",NA,NA
"ADAMTS13",41.9,57.6,39.3,46.7,53.5,"ADAMTS13",NA,NA
"PYY2",4.2,8.1,3.7,8.3,7.3,"PYY2",NA,NA
"CHRNA10",59.6,43,19.9,38.8,30.5,"CHRNA10",NA,NA
"FLJ13224",1.5,9.7,3.8,3.1,4.1,"FLJ13224",NA,NA
"THADA",79.7,73.5,88.8,56,66.5,"THADA",NA,NA
"TSHZ2",57.8,52.5,32.3,66.8,58.4,"TSHZ2",NA,NA
"ZNF215",5.3,7.6,5,6.4,6.6,"ZNF215",NA,NA
"ZNF669",63.1,45,37.5,42.3,52.4,"ZNF669",NA,NA
"C8orf44",22.2,43.8,49.4,48.3,34.6,"C8orf44",NA,NA
"SPANXA1 /// SPANXA2 /// SPANXC",39,17.7,20.1,21.7,15.5,"SPANXA1","SPANXA2","SPANXC"
"SPATA6L",6.5,5.9,9.8,3.9,5.5,"SPATA6L",NA,NA
"LRRC37A /// LRRC37A2 /// LRRC37A3 /// LRRC37A4P",39.5,63.1,35.8,10.4,20.7,"LRRC37A","LRRC37A2","LRRC37A3"
"LRRC37A2 /// LRRC37A4P",3.5,5.3,11.9,5.1,20.2,"LRRC37A2","LRRC37A4P",NA
"VPS13D",12.6,25.5,27.8,33.8,27.7,"VPS13D",NA,NA
"RBM12B-AS1",1.3,1.1,1.1,1.3,1.1,"RBM12B-AS1",NA,NA
"ATAD5",27.5,19.2,32.8,41.9,21.9,"ATAD5",NA,NA
"HAO1",34,20.6,2.6,34.6,15.1,"HAO1",NA,NA
"IRX4",5.1,17.6,13.5,6.1,19.2,"IRX4",NA,NA
"TRPM8",6.3,22.1,17.2,40.2,16.9,"TRPM8",NA,NA
"CDH4",54.9,34.8,33,39.4,36.9,"CDH4",NA,NA
"AP4E1",4.4,13.1,1.9,12.5,8.3,"AP4E1",NA,NA
"AP4E1",4.7,1.4,10,16.4,9.8,"AP4E1",NA,NA
"CYB5R2",93.4,97.8,83.6,77.2,104.9,"CYB5R2",NA,NA
"PPP1R17",60.7,14.9,34.2,45.8,44.2,"PPP1R17",NA,NA
"SCD5",379.8,78.7,23.4,161,58,"SCD5",NA,NA
"FBXO17",51.5,65.2,104.8,12,6.6,"FBXO17",NA,NA
"CA8",34.3,29,50,30.4,7.8,"CA8",NA,NA
"LRIF1",44.2,34.1,20.3,57.8,68.2,"LRIF1",NA,NA
"PDPR",90.7,41.8,48.7,82.3,65.2,"PDPR",NA,NA
"ATG3",11.6,9.2,11.3,20.5,9.2,"ATG3",NA,NA
"KLHL7",24.3,9.3,20.7,22.2,27.9,"KLHL7",NA,NA
"KLHL7",40.6,25.5,22.1,33,38,"KLHL7",NA,NA
"TMCO3",83.1,103.4,113,86.8,105.9,"TMCO3",NA,NA
"TMCO3",29,39.5,16.5,51.1,26.7,"TMCO3",NA,NA
"ZNF701",54.3,21.2,44.5,69.3,58.4,"ZNF701",NA,NA
"ZBTB44",13.5,29.8,37.2,30.1,8.3,"ZBTB44",NA,NA
"LINC00312",333.2,335.8,330,191.8,133.5,"LINC00312",NA,NA
"SLC45A2",85.5,26.4,25.4,62.2,51.5,"SLC45A2",NA,NA
"CAMK1D",29.6,5.2,31.8,38.5,18.8,"CAMK1D",NA,NA
"CASC5",10.9,27.2,1,1.6,3.6,"CASC5",NA,NA
"NSFL1C",226.5,279.3,263.3,231.4,224.3,"NSFL1C",NA,NA
"HYAL4",4.7,3.2,5,1.6,1.9,"HYAL4",NA,NA
"ZNF286A",26.9,24.9,40.9,60,63.1,"ZNF286A",NA,NA
"DIEXF",72.9,68.6,50.4,58.9,77.7,"DIEXF",NA,NA
"CXorf21",72.8,79.3,67.6,46.1,40.1,"CXorf21",NA,NA
"LRP12",28.8,3.3,16.7,21.3,16.8,"LRP12",NA,NA
"LRP12",23.1,12.6,35,21.4,15.7,"LRP12",NA,NA
"FANCE",35.8,29.6,9.2,30.2,40.1,"FANCE",NA,NA
"OXCT2",10.7,47.9,41.6,42.4,10.9,"OXCT2",NA,NA
"NXF2 /// NXF2B",56,30.4,37.1,53.6,46.7,"NXF2","NXF2B",NA
"WRAP53",8.1,10.2,13.7,14.9,4.7,"WRAP53",NA,NA
"PLEKHH3",2.4,1.9,7.3,2.9,3,"PLEKHH3",NA,NA
"TBC1D19",24.2,94.9,67,89.4,63.2,"TBC1D19",NA,NA
"ZDHHC4",124.2,121.2,127.5,92.4,100.3,"ZDHHC4",NA,NA
"DLK2",39.3,18.2,32.7,19.6,42.2,"DLK2",NA,NA
"SMAD5-AS1",42,26.8,26.2,42.6,37.9,"SMAD5-AS1",NA,NA
"GPR107",6.1,1.2,4.8,40,21,"GPR107",NA,NA
"GPR107",2.6,11.6,15.4,5.1,5.3,"GPR107",NA,NA
"KLF4",582.2,88.4,209.9,142.2,252,"KLF4",NA,NA
"KRT24",23.9,32.9,20.1,41.5,22.3,"KRT24",NA,NA
"AAMDC",2,34.2,4.7,5.9,4.4,"AAMDC",NA,NA
"ZBBX",18.1,30.7,9.1,17.7,3,"ZBBX",NA,NA
"RNF17",17.8,28.7,21.2,34.7,10.1,"RNF17",NA,NA
"EFCAB6",5.1,9.3,5.4,5.6,5.8,"EFCAB6",NA,NA
"BNC2",360.7,363.6,340.8,264.8,247.2,"BNC2",NA,NA
"IL17B",2.4,21.1,72.9,3.8,2,"IL17B",NA,NA
"IQCA1",32.8,9.5,13.6,47.5,12.8,"IQCA1",NA,NA
"CUZD1",54.3,33,16.5,33.3,19,"CUZD1",NA,NA
"RERGL",39.3,48,47.6,38,48.6,"RERGL",NA,NA
"CXXC4",25.7,42.2,6.7,15.4,18.9,"CXXC4",NA,NA
"KDM4D",23.6,4,3.7,15.9,13.4,"KDM4D",NA,NA
"TRIM17",18.7,10.6,3.3,22.8,10.6,"TRIM17",NA,NA
"ANKMY1",3.7,4.1,4.8,3.3,4.3,"ANKMY1",NA,NA
"SLC12A1",16.8,0.6,0.5,6.4,2.4,"SLC12A1",NA,NA
"RIC3",52.2,4,27.2,53.8,32.9,"RIC3",NA,NA
"HHIPL2",38.7,5.8,25.8,43.2,18.2,"HHIPL2",NA,NA
"DKKL1",6.1,29.7,8.6,6,10.8,"DKKL1",NA,NA
"ABHD17B",114.5,96.7,59.1,109.8,77.1,"ABHD17B",NA,NA
"MTMR10",6.6,19.5,6.9,22.7,20.6,"MTMR10",NA,NA
"ADAMTS9",245.2,269.7,124.8,122.4,91.8,"ADAMTS9",NA,NA
"MYO15A",60.2,49.2,38.3,87.9,49.1,"MYO15A",NA,NA
"AIM1L",3.2,28.9,1.9,7,3.7,"AIM1L",NA,NA
"AIM1L",35.2,41.2,29.5,33.8,57,"AIM1L",NA,NA
"GDPD2",15.5,9.5,16.6,14.1,12.8,"GDPD2",NA,NA
"ZSCAN32",60.7,21.2,56.8,32.4,56.5,"ZSCAN32",NA,NA
"CATSPERB",37.8,8.7,5.5,23.2,14.9,"CATSPERB",NA,NA
"KCNV1",2.1,2.2,1.5,1.2,3.8,"KCNV1",NA,NA
"DEPDC1",44.9,19.1,19.9,45.8,24.9,"DEPDC1",NA,NA
NA,44.1,36.3,25.6,42.7,21.5,NA,NA,NA
"BTBD7",34.4,3,3.6,5.5,3.7,"BTBD7",NA,NA
"SPATA6",21.8,29.2,17.9,22.1,12.1,"SPATA6",NA,NA
"SPATA6",62.3,44.2,48.2,58.3,41,"SPATA6",NA,NA
"RGS3",35.1,30.8,28.2,32.8,18.7,"RGS3",NA,NA
"CCDC102B",30.9,1.4,9.9,22,31.2,"CCDC102B",NA,NA
"MAK",5,19.5,8.7,3.7,14.7,"MAK",NA,NA
"PDZD3",15.4,5,10.2,43,11.2,"PDZD3",NA,NA
"CNGB3",61.2,53.6,27.7,50.4,24.5,"CNGB3",NA,NA
"MAVS",64.1,52.1,72.8,78.6,85.3,"MAVS",NA,NA
"FAM46C",80.5,35.1,5.7,25.5,10.9,"FAM46C",NA,NA
"CD244",54.7,11.4,3.9,19.3,13.4,"CD244",NA,NA
"CCDC19",7.9,7.1,9.3,8.2,8,"CCDC19",NA,NA
"TTC22",38.7,8.7,7.6,29.3,17.8,"TTC22",NA,NA
"TUBAL3",31.3,36.3,19,36,23.1,"TUBAL3",NA,NA
"N6AMT1",3.5,20.1,14.7,3.9,3.5,"N6AMT1",NA,NA
"FAM83E",3.3,8.3,6.6,2,2.5,"FAM83E",NA,NA
"GPR88",25.8,18.5,5.4,12.5,9.7,"GPR88",NA,NA
"HSFX1 /// HSFX2",11.7,22.5,4.8,37.9,26.9,"HSFX1","HSFX2",NA
"PARP11",24,7.7,2.9,2.5,12.5,"PARP11",NA,NA
"NPAS3",53.4,23,17.2,45.8,31.5,"NPAS3",NA,NA
"LOC101927965 /// LRAT",4.7,27.8,15,4.2,12.6,"LOC101927965","LRAT",NA
"EPN3",5.4,5.5,2.5,4.7,2.4,"EPN3",NA,NA
"MYLIP",221.4,195.7,132.4,177.8,182.6,"MYLIP",NA,NA
"DOK3",7,3.3,5.8,12.3,17.4,"DOK3",NA,NA
"CCDC121",24.6,15,18.4,24.6,16.3,"CCDC121",NA,NA
"IL36G",23.7,25.7,16.3,33.7,22.6,"IL36G",NA,NA
"CNTD2",169.1,94.2,96.5,111.8,132.5,"CNTD2",NA,NA
"LINC00472",17.8,4.9,6.5,16.6,12.5,"LINC00472",NA,NA
"TAF7L",12,1.2,1.7,10.8,17.4,"TAF7L",NA,NA
"ARHGEF40",191.2,120.6,139.5,148.8,127.4,"ARHGEF40",NA,NA
"VGLL3",61.2,51.1,60.7,115.3,158.2,"VGLL3",NA,NA
"PHC3",22,3.6,6.7,21.6,1.5,"PHC3",NA,NA
"RMND1",51.8,42.9,58.7,41.1,43.1,"RMND1",NA,NA
"SAMSN1",35.2,33.8,19.7,30.9,76.7,"SAMSN1",NA,NA
"CYP46A1",44.4,18.8,6.8,49.1,7.7,"CYP46A1",NA,NA
"CLDN16",7.3,4,1.4,10.3,2.8,"CLDN16",NA,NA
"PAQR5",4,3.8,3.4,5,12.6,"PAQR5",NA,NA
"RGS17",23.2,40.6,28.5,29.4,39.9,"RGS17",NA,NA
"CES3",62.7,56.5,8,63,50.1,"CES3",NA,NA
"GP6",39.8,21.1,6.1,62.1,42.7,"GP6",NA,NA
"NGB",14.6,3.9,5.3,18.1,3.4,"NGB",NA,NA
"RALGPS2",18.9,25.5,15.1,25.6,8.6,"RALGPS2",NA,NA
"TPSG1",11.8,10.6,7.1,10.5,41.7,"TPSG1",NA,NA
"GREB1L",65.8,64,91.3,105.6,52.3,"GREB1L",NA,NA
"C5orf45",123.7,172.4,133.6,106.5,96,"C5orf45",NA,NA
"EDEM3",113.5,38.5,50.6,97.4,90.4,"EDEM3",NA,NA
"PDE7B",42.8,52.5,32.6,51.7,30,"PDE7B",NA,NA
"C11orf16",18.8,5.5,11.6,14.8,9.6,"C11orf16",NA,NA
"LRRTM4",12.1,15.2,11.6,1.2,8.1,"LRRTM4",NA,NA
"MTHFD2L",16.5,24.1,11.4,19.5,13.5,"MTHFD2L",NA,NA
"SMG6",69.1,34.4,30.2,53.4,13,"SMG6",NA,NA
"KLHL29",21.7,28.5,4.8,21.3,15.6,"KLHL29",NA,NA
"ENGASE",78.4,58.4,74.7,86.2,67.5,"ENGASE",NA,NA
"ZNF235",10,11.6,3.7,9.1,7.4,"ZNF235",NA,NA
"ACKR4",151.9,7.3,12,32.2,36.9,"ACKR4",NA,NA
"FLJ42627",73.6,118.8,127.6,166.1,114.4,"FLJ42627",NA,NA
"FAM86C1",51,9.9,44.9,63.4,52.4,"FAM86C1",NA,NA
"MCF2L-AS1",2.8,6.7,2.7,3.2,6.2,"MCF2L-AS1",NA,NA
"PBRM1",233.2,216.8,199.7,210.4,180.3,"PBRM1",NA,NA
"CORIN",8.5,24.3,43.9,66.1,82.9,"CORIN",NA,NA
"SGK2",52.9,17.2,36.3,70.8,51.2,"SGK2",NA,NA
"BATF3",74.6,88,71.3,71.6,42.8,"BATF3",NA,NA
"ARPP21",5.9,3.8,1.8,3.5,3.7,"ARPP21",NA,NA
"THAP9",11.9,1.2,0.8,1.3,1.6,"THAP9",NA,NA
"IQCH",0.9,10.7,17.1,4,0.4,"IQCH",NA,NA
"PSORS1C1",10.1,4.1,12.2,5.1,30.4,"PSORS1C1",NA,NA
"ELMO2",18,43.2,82.6,62.8,65.1,"ELMO2",NA,NA
"EPB41L4A-AS2",10.1,4.1,12.9,2.1,3.6,"EPB41L4A-AS2",NA,NA
"ALLC",9.2,4.8,8.1,26.3,17.2,"ALLC",NA,NA
"ELSPBP1",88,36.4,23.4,49.4,55,"ELSPBP1",NA,NA
"SAP130",145.5,112.9,105.2,136.5,153.5,"SAP130",NA,NA
"SMEK1",114,98.6,105.3,132.6,119.3,"SMEK1",NA,NA
"SMEK1",8.1,4.8,9.9,7.8,32.9,"SMEK1",NA,NA
"USP36",42,52.3,22.1,42,19.9,"USP36",NA,NA
"SLC12A9",109.6,135,146.2,104.2,93.2,"SLC12A9",NA,NA
"DNAJC28",2.2,7.9,12.6,10.6,1.4,"DNAJC28",NA,NA
"DCHS2",9.7,3.1,5.6,2.6,5.3,"DCHS2",NA,NA
"KLHL28",65.9,52.8,45.4,31.2,45.3,"KLHL28",NA,NA
"C5orf66",93.7,39.6,91.1,47.3,58,"C5orf66",NA,NA
"LRRC19",0.6,8,3.2,14.3,10.8,"LRRC19",NA,NA
"KIAA0125",2.9,2,2.1,2.7,1.8,"KIAA0125",NA,NA
"TCP11",51.4,18.6,19.6,34,34.5,"TCP11",NA,NA
"FSCN3",57.5,14,52,85.1,57.2,"FSCN3",NA,NA
"DNASE2B",32.2,10.9,13.7,17.7,18.5,"DNASE2B",NA,NA
"ARHGAP28",20.9,11.4,13,2.7,28.3,"ARHGAP28",NA,NA
"ARHGAP28",3.1,22.6,2.4,20.9,14.6,"ARHGAP28",NA,NA
"ABCG5",6.5,1.2,1.2,2.7,7.9,"ABCG5",NA,NA
"NME8",3.1,1.4,0.9,0.8,0.9,"NME8",NA,NA
"JPH2",16.6,45.4,28.7,11.2,17.6,"JPH2",NA,NA
"EML4",102.6,121.2,74.9,118.8,93.9,"EML4",NA,NA
"HHLA3",25.6,20.6,36.6,34.5,33.5,"HHLA3",NA,NA
"FER1L4",11,27.1,11.8,23.7,2.2,"FER1L4",NA,NA
"CCDC81",6.9,38.2,14.5,17.9,17.6,"CCDC81",NA,NA
"AGBL2",30.2,27.1,17.6,26.4,26.7,"AGBL2",NA,NA
"ZBTB3",5,8.1,5.2,16.1,7.2,"ZBTB3",NA,NA
"EBF2",36.9,15.7,26.9,8.2,23.4,"EBF2",NA,NA
"LGSN",2.1,16.1,12.5,2.1,7.5,"LGSN",NA,NA
"FGF20",3.5,0.8,1.7,22.1,0.6,"FGF20",NA,NA
"DNAJA4",182.6,85.1,71.5,103.4,93.1,"DNAJA4",NA,NA
"SLC35E3",8.6,4.4,3.6,15.7,6.9,"SLC35E3",NA,NA
"MDM1",30.1,46.6,41.2,27.4,36.3,"MDM1",NA,NA
"GNPTAB",62.4,41.5,19.9,65.3,17.8,"GNPTAB",NA,NA
"LINC00115",17.6,28.4,25,24.1,14.8,"LINC00115",NA,NA
"VPS13B",14.2,6.5,7.6,4.6,2.4,"VPS13B",NA,NA
"FLJ21369",11.8,34.3,0.7,19.5,9.2,"FLJ21369",NA,NA
"TP53AIP1",39.9,6.1,11.3,6,12.7,"TP53AIP1",NA,NA
"TP53AIP1",4.1,2.9,1.3,2.3,6.5,"TP53AIP1",NA,NA
"GPR97",51.4,8.6,28.3,27.6,22.4,"GPR97",NA,NA
"SNTG1",23.2,8,20.9,25.2,31.4,"SNTG1",NA,NA
"TGFB2",34.9,32,16,20.9,33.5,"TGFB2",NA,NA
"TGFB2",117.7,72.7,68,83,99.7,"TGFB2",NA,NA
"SUPT20H",130.9,178.2,143.4,262.4,166.6,"SUPT20H",NA,NA
"CAMSAP1",2.3,4.4,8.8,1,9.8,"CAMSAP1",NA,NA
"CAMSAP1",26.3,45.9,6.8,16.4,11.7,"CAMSAP1",NA,NA
"PODNL1",47.6,78.8,21.1,23,41.8,"PODNL1",NA,NA
"KCNK7",7.5,2.3,5.5,8,8.6,"KCNK7",NA,NA
"SLC39A2",11.7,12.6,31,49.1,36.9,"SLC39A2",NA,NA
"CALML5",3.2,13.6,9.4,5.2,15.2,"CALML5",NA,NA
"FPGT-TNNI3K /// TNNI3K",24.3,5.1,8.7,21.4,16.8,"FPGT-TNNI3K","TNNI3K",NA
"ATP8B4",52.8,36,67.4,48.6,45.1,"ATP8B4",NA,NA
"THAP4",160.9,162.9,165,148.1,102.1,"THAP4",NA,NA
"UBASH3A",3.5,4.3,4.5,2,1.5,"UBASH3A",NA,NA
"USP25",451.1,455.6,497.1,454.3,458.5,"USP25",NA,NA
"LMAN1L",10.2,3.8,4.3,14.4,18.7,"LMAN1L",NA,NA
"BTNL8",9.7,2.4,6.1,4.3,2.8,"BTNL8",NA,NA
"UBQLN3",35.1,23.6,7.6,36.4,21.8,"UBQLN3",NA,NA
"PLA2G2D",5.5,5,4.3,4.5,5.8,"PLA2G2D",NA,NA
"NPHS2",7.2,20,1.5,4.1,4.4,"NPHS2",NA,NA
"ROPN1B",41.7,2.8,18.9,33.2,38.6,"ROPN1B",NA,NA
"C20orf195",44.6,3.5,2.6,31,27.9,"C20orf195",NA,NA
"OBSCN",5.1,3.7,6.7,4.7,5.5,"OBSCN",NA,NA
"CD207",43.9,37.5,28.2,44.3,29.5,"CD207",NA,NA
"NDST3",32,25.2,40.5,22,20.7,"NDST3",NA,NA
"FAM110D",82.5,78.6,86.6,52.3,113.4,"FAM110D",NA,NA
"TMPRSS11E",23.6,3.4,4.1,18.2,27.7,"TMPRSS11E",NA,NA
"CYP39A1",9.6,4.3,8.2,17,16.5,"CYP39A1",NA,NA
"PRRG3",17.6,36,17.6,9.2,4.5,"PRRG3",NA,NA
"ADCK4",5.5,5.6,5.3,6.1,15.4,"ADCK4",NA,NA
"SLC30A10",23.8,15.5,9.2,17.8,5,"SLC30A10",NA,NA
"CNTNAP3P2",33.3,28.9,34.8,32.1,19.3,"CNTNAP3P2",NA,NA
"C19orf80",3.8,2.6,2,6.2,13.3,"C19orf80",NA,NA
"QPCTL",8.4,9.9,9.9,7.6,11,"QPCTL",NA,NA
"RIN3",57.9,45.8,25.5,47,28.5,"RIN3",NA,NA
"LGALS13",22.7,15.8,23.5,9.8,5.9,"LGALS13",NA,NA
"DNAJC22",54.3,5.2,3.2,59.8,42.1,"DNAJC22",NA,NA
"GALNT4 /// POC1B-GALNT4",12.3,29.4,11.6,31.3,21.9,"GALNT4","POC1B-GALNT4",NA
"VAX2",19.9,34.1,50.9,27.1,46.3,"VAX2",NA,NA
"ZNF557",2.8,1.7,25.3,15.3,19.3,"ZNF557",NA,NA
"CSAG2 /// CSAG3",1.5,2,1.9,2.4,1.6,"CSAG2","CSAG3",NA
"CHST4",78.6,63,51.2,72.6,49.7,"CHST4",NA,NA
"HRH3",6.3,4,2.5,5.3,2.2,"HRH3",NA,NA
"KCNK12",1.2,4.6,12.3,9.9,1.8,"KCNK12",NA,NA
"LINC01260",90.8,53.8,64.2,54.7,16.6,"LINC01260",NA,NA
NA,22.4,9.5,4.4,24.5,4.5,NA,NA,NA
"BIRC7",25.1,5.5,30,48.9,24.7,"BIRC7",NA,NA
NA,207.9,126,160,208.4,162,NA,NA,NA
"PQLC2",53.2,9.3,5.9,66.9,52.2,"PQLC2",NA,NA
"SEMA6A",60.5,93.1,62,48.2,58.4,"SEMA6A",NA,NA
"SLC16A8",12.7,7.9,6.9,11.7,12.7,"SLC16A8",NA,NA
"SPTLC3",1.2,5.4,2.3,1.2,2.1,"SPTLC3",NA,NA
"SAMD4B",5.4,7.4,5.5,5.2,3.2,"SAMD4B",NA,NA
NA,44.2,14.5,21,33.1,30.2,NA,NA,NA
"MCM3AP-AS1",34.1,13.6,20.2,46.3,22,"MCM3AP-AS1",NA,NA
"SLCO1C1",23.1,20.1,8.9,29.3,16.2,"SLCO1C1",NA,NA
"PCNXL2",3.5,3.3,3.5,3.4,3.7,"PCNXL2",NA,NA
"CSRNP3",15.2,6.1,17.7,5.2,11.3,"CSRNP3",NA,NA
"TRPM3",82.7,16.8,28.1,40.9,31.4,"TRPM3",NA,NA
"MCF2L",112.1,86.8,81.3,78.7,72.5,"MCF2L",NA,NA
"CEBPA-AS1",134.3,165.3,120,129.3,93.9,"CEBPA-AS1",NA,NA
"CCDC15",38.7,23.1,19.8,35.2,33.4,"CCDC15",NA,NA
NA,67.1,56.3,62.5,92.4,126.4,NA,NA,NA
"ARL14",4.5,1.8,3.3,12.6,5.2,"ARL14",NA,NA
"COPE",5.6,7.2,16.6,15.7,28.1,"COPE",NA,NA
"BET1L",13.7,23.2,40.5,18,19.9,"BET1L",NA,NA
"MYCT1",101.5,50.5,49.6,40.1,44,"MYCT1",NA,NA
