"","Gene.Symbol","Flu.Immunized.Only.Day.7","Flu.Immunized.Only.Day.7.1","Flu.Immunized.Only.Day.7.2"
"1580","CCRL2",6.625546474,5.813892655,5.623303139
"1581","CCS",6.834914563,6.442861572,6.465375771
"1582","CCT2",8.908453735,8.9875669495,9.2418118495
"1583","CCT3",8.320853871,8.138571373,8.823266608
"1584","CCT4",9.209999978,9.167244743,9.43099693
"1585","CCT5",6.1991096445,6.257333046,6.3885197385
"1586","CCT6A",7.456249845,7.643055883,7.6121744405
"1587","CCT6B",4.76499874,4.673159691,4.372219345
"1588","CCT7",8.264194183,8.257419987,8.563993841
"1589","CD109",2.988552305,2.87072722133333,2.65217654366667
"1590","CD14",10.33500744,11.2216181,9.8158776
"1591","CD151",5.237941518,5.114428707,5.11737978
"1592","CD160",6.201579402,6.918531401,6.776924897
"1593","CD163",6.499815805,7.75466726333333,6.127291121
"1594","CD163L1",2.482539342,2.650847615,2.304434256
"1595","CD164",8.74505268766667,8.900008884,8.90561849
"1596","CD177",2.377406507,2.668033221,2.558048851
"1597","CD180",5.375080358,6.251771362,6.817106843
"1598","CD19",6.27648892,5.875611313,7.379774492
"1599","CD1A",3.898327668,4.091419162,4.355414218
"1600","CD1B",2.725897662,3.005598269,2.636714415
"1601","CD1C",7.727543012,8.482673874,8.086397585
"1602","CD1D",7.408521137,8.089437057,6.985386565
"1603","CD1E",3.631555663,4.480025771,4.0110143915
"1604","CD2",9.246419941,9.236958183,9.331380122
"1605","CD200",3.8650849715,3.720168312,5.5284168295
"1606","CD200R1",4.4031853495,3.686376491,4.582947526
"1607","CD207",2.598300686,2.718751906,2.475626785
"1608","CD209",2.88411251633333,3.15082403833333,2.82471761033333
"1609","CD22",4.28721972675,4.05568719475,5.0311242865
"1610","CD226",6.130713173,4.040016475,3.968456874
"1611","CD244",4.7609383355,4.666433738,4.508787418
"1612","CD247",9.424239048,8.97815793,9.482707824
"1613","CD248",4.479027616,3.909305004,5.155816646
"1614","CD27",8.279685389,7.948592275,9.114011312
"1615","CD274",4.031939363,4.1943911045,3.8536112905
"1616","CD276",2.79104635866667,2.77431715233333,2.95466071266667
"1617","CD28",5.66829330666667,5.24836239433333,5.50608441
"1618","CD2AP",5.879398414,5.6019982665,5.8576451955
"1619","CD2BP2",6.3329195335,6.630173321,6.3994049695
"1620","CD300A",6.32589884666667,6.37459101033333,6.26497879166667
"1621","CD300C",5.177849667,5.366493081,4.158139863
"1622","CD300LB",5.334225546,5.9906790275,4.9419120045
"1623","CD300LF",8.216944411,8.24959354,7.66976066
"1624","CD300LG",2.7620416705,2.917078988,2.6647686845
"1625","CD320",5.54094112,4.9787151,5.007618378
"1626","CD33",7.661383298,8.546499241,7.112177105
"1627","CD34",3.216070386,3.310174312,3.161135844
"1628","CD37",7.900325985,8.006527651,8.606030953
"1629","CD38",7.557835012,6.558724131,9.265505145
"1630","CD3D",10.24655191,10.64265768,10.67842785
"1631","CD3E",6.445251148,5.941529005,6.339971594
"1632","CD3EAP",3.723134513,4.277086521,4.716988893
"1633","CD4",4.5128953235,4.655965975,4.1621561905
"1634","CD40",5.02228304075,4.34459811275,5.151883271
"1635","CD40LG",4.064869416,3.970991315,3.942193528
"1636","CD44",8.87338093961538,8.57823185776923,7.95425581092308
"1637","CD46",7.010759178,6.96074768375,6.94454154175
"1638","CD47",7.63155955642857,7.26295821128571,7.53015828685714
"1639","CD48",8.80712873,8.934723907,8.468747305
"1640","CD52",11.660878335,11.34842213,11.80787326
"1641","CD53",7.862961673,7.9450617265,7.3992171705
"1642","CD55",9.83932530766667,9.197354637,9.17723133166667
"1643","CD58",6.4266715902,6.9487722106,5.9079487496
"1644","CD59",5.6347458822,5.7091202422,6.2330534262
"1645","CD5L",2.851317886,3.011102126,2.458176332
"1646","CD63",9.597112075,10.13971891,9.264037154
"1647","CD68",4.697824239,4.661925484,3.529057227
"1648","CD69",9.861711681,10.03063298,10.7887401
"1649","CD7",5.774333653,4.837544347,5.469280332
"1650","CD70",3.709164791,3.563715231,3.960072441
"1651","CD72",4.558688485,4.358003549,6.193675244
"1652","CD74",6.13590932533333,6.544835219,5.96341984233333
"1653","CD79A",6.045150793,5.606988524,7.170721793
"1654","CD79B",4.01453765,3.89558346766667,4.316822727
"1655","CD80",3.628752997,4.344036718,2.84497696666667
"1656","CD82",5.58650153,5.569492192,5.825636932
"1657","CD83",12.14368411,11.73567534,11.15756611
"1658","CD84",5.660474052875,5.359226318625,5.458786620875
"1659","CD86",7.26277021,7.997042783,6.923776539
"1660","CD8A",9.19424543,8.937436269,9.713044948
"1661","CD8B",5.84842822433333,5.208937442,6.364250087
"1662","CD9",4.556134797,4.372563383,4.35778106766667
"1663","CD93",9.3119613035,9.5329936865,8.0433691305
"1664","CD96",6.8033599335,6.13701944,7.154603148
"1665","CD99",10.080117649,10.40078215,9.932062276
"1666","CD99L2",3.91595788875,4.1188067365,4.007682134
"1667","CDAN1",4.958105153,4.026178638,4.709471655
"1668","CDC123",7.743752559,8.019491291,8.208485753
"1669","CDC14A",5.2077918008,4.5496127718,4.8645866286
"1670","CDC14B",4.77502147014286,4.04726005557143,3.91740161957143
"1671","CDC14C",2.356410903,2.236012652,2.323015798
"1672","CDC16",7.62765785833333,7.697478861,8.30635759333333
"1673","CDC20",3.477373842,4.141786314,4.237179311
"1674","CDC20B",2.4124467836,2.416973648,2.3042435648
"1675","CDC23",4.2439870985,4.2772996945,4.987125047
"1676","CDC25A",2.581290676,2.57796797133333,2.380002977
"1677","CDC25B",8.218699797,8.246778102,8.725228529
"1678","CDC25C",2.611110448,2.76191395733333,2.67848807933333
"1679","CDC27",6.494200468,6.320502497,6.66159685775
"1680","CDC34",6.584827759,6.869772698,6.172104789
"1681","CDC37",8.376735312,8.428944725,8.3431571
"1682","CDC37L1",4.21694534033333,4.07550968566667,4.293892557
"1683","CDC40",6.230000172,6.458098485,6.488290918
"1684","CDC42",7.9246010366,8.177392933,7.4993378098
"1685","CDC42BPA",2.826471891,2.7148609786,2.6885156242
"1686","CDC42BPB",3.069841917,2.705120379,2.52125081
"1687","CDC42BPG",2.327780155,2.4448676015,2.370304575
"1688","CDC42EP1",3.285875906,3.104911867,3.00015231
"1689","CDC42EP5",2.161240606,2.226378929,2.169719331
"1690","CDC42SE1",8.76824215875,9.17559261575,9.047627065
"1691","CDC42SE2",9.55627660825,9.40116589575,9.65767948925
"1692","CDC5L",6.34167558533333,6.479204067,6.41940605533333
"1693","CDC6",2.226073208,2.6170252625,3.1389458805
"1694","CDC7",4.682898982,5.360254866,5.44979498
"1695","CDCA2",2.85039412,3.06841093,2.9753007885
"1696","CDCA3",2.638518931,3.434132164,2.995340004
"1697","CDCA4",5.8709839,6.508360424,5.908991443
"1698","CDCA5",3.164892608,3.648910625,2.958295638
"1699","CDCA7",4.0598209895,4.4980186475,4.2986619325
"1700","CDCA7L",6.610383665,6.041504435,7.569522719
"1701","CDCA8",3.414708877,3.41245033,3.057664615
"1702","CDCP1",2.322922122,2.72251175033333,2.66668068333333
"1703","CDH1",2.6635613465,3.011999361,2.641058181
"1704","CDH10",2.475855206,2.491737683,2.253240536
"1705","CDH11",2.3835908568,2.3800356998,2.3733329086
"1706","CDH12",2.394349856,2.771104041,2.540415211
"1707","CDH13",2.496911864,2.241995881,2.261634318
"1708","CDH19",2.34029149266667,2.238707601,2.19530851466667
"1709","CDH2",2.7220715415,2.770187904,2.687220468
"1710","CDH20",2.831307997,2.383660423,2.676450702
"1711","CDH22",2.853949553,3.073855305,2.7484057155
"1712","CDH23",3.66174401825,3.7896748605,3.32012674375
"1713","CDH24",2.6701000455,2.512472783,2.7774046765
"1714","CDH26",2.378523405,2.579707633,2.41938973275
"1715","CDH3",2.568022621,3.332396882,2.936524503
"1716","CDH4",2.49955137025,2.625156616,2.46454938
"1717","CDH5",2.354121893,3.042659597,2.488893262
"1718","CDH6",2.46280474883333,2.39722620233333,2.28267206983333
"1719","CDH7",2.6544642895,2.473540392,2.624664512
"1720","CDH8",2.512838264,2.60395155966667,2.322280426
"1721","CDH9",2.429426502,2.527196573,2.318080925
"1722","CDIPT",8.676593324,8.513717829,8.74573003
"1723","CDK10",4.72677089333333,5.24420729,5.476584223
"1724","CDK2",4.88123346666667,5.09272608766667,5.04104503366667
"1725","CDK2AP1",9.818635005,9.601072795,8.762429297
"1726","CDK2AP2",6.236635545,6.59218989,6.571423304
"1727","CDK4",6.885907819,7.017697707,7.186406122
"1728","CDK5",5.885231478,5.977776434,6.137564597
"1729","CDK5R1",3.6737367,3.9264790895,4.358169281
"1730","CDK5R2",2.289093247,2.278356581,2.56674591
"1731","CDK5RAP1",6.488210353,6.738414206,6.82837466
"1732","CDK5RAP2",4.246757197,4.36570694475,4.1951364275
"1733","CDK5RAP3",8.652651857,8.269030723,8.649076689
"1734","CDK6",4.78780424614286,4.26704277971429,4.66529607585714
"1735","CDK7",6.661597517,6.829728913,6.572569612
"1736","CDK8",5.67341235466667,6.030981568,6.18720692533333
"1737","CDK9",4.662590969,4.63791276833333,4.53531852233333
"1738","CDKAL1",4.1209680315,3.7570478045,4.5338877735
"1739","CDKL1",3.2588159265,2.876475902,3.151303838
"1740","CDKL2",2.488424598,2.5195994385,2.2549443215
"1741","CDKL3",3.01543641675,2.95246434675,3.0868721315
"1742","CDKL5",2.368484628,2.495326344,2.4575544505
"1743","CDKN1A",5.232254343,5.47558861,5.3184528745
"1744","CDKN1B",9.461113055,8.975614953,9.544838112
"1745","CDKN1C",5.24035139283333,5.2232698625,4.84739777516667
"1746","CDKN2AIP",6.98891296,6.67549318,7.2972676
"1747","CDKN2AIPNL",3.5282278135,3.403795684,3.8243415925
"1748","CDKN2B",2.8884163035,2.6416197875,2.839838373
"1749","CDKN2C",4.8806073705,4.856395973,5.6179319865
"1750","CDKN2D",7.386547802,6.551509157,6.232595646
"1751","CDKN3",4.439426358,5.0145433595,4.7950150335
"1752","CDO1",2.545761623,4.264184246,2.279590585
"1753","CDON",2.5867002225,2.532329566,2.3208267415
"1754","CDR1",2.79926419,2.23522892,2.390906119
"1755","CDR2",8.089432309,7.793433871,8.151234408
"1756","CDR2L",2.930829336,2.657393682,2.801911013
"1757","CDRT1",2.48511778833333,2.83138242166667,2.57344706866667
"1758","CDS1",2.65383927925,2.536443319,2.6776214185
"1759","CDS2",5.41960815275,5.48949432325,5.4152236335
"1760","CDSN",2.3943974835,2.6454049295,2.632126932
"1761","CDT1",2.7904797075,3.4658159035,2.970530734
"1762","CDV3",8.637491826,8.91335268625,8.802198028
"1763","CDX2",2.546220146,2.795738586,2.639293385
"1764","CDX4",2.572813519,2.510047923,2.62903528
"1765","CDYL",6.675196352,6.75244906066667,6.75940090766667
"1766","CDYL2",3.10822836,3.592366977,3.126510247
"1767","CEACAM1",3.372769513,3.1581147894,3.7492830918
"1768","CEACAM19",2.744851403,3.312491706,2.477860999
"1769","CEACAM3",4.10970890966667,4.62632953733333,4.111750843
"1770","CEACAM4",4.197364248,4.470340947,3.88015582
"1771","CEACAM5",2.638192103,2.732781481,2.5728556175
"1772","CEACAM6",3.3277932565,2.753612591,2.9758635425
"1773","CEACAM7",2.44722213633333,2.40497802166667,2.22369628866667
"1774","CEACAM8",5.54094112,2.809216784,2.898259241
"1775","CEBPA",5.367893339,6.919793351,5.659542288
"1776","CEBPB",10.62629621,11.69191105,10.80045521
"1777","CEBPD",7.00379431466667,7.88942048666667,6.832953462
"1778","CEBPE",3.153561104,2.901863962,3.060759122
"1779","CEBPZ",8.315106259,7.974826772,8.646082628
"1780","CECR2",2.6249536715,2.878779815,2.7930373535
"1781","CEL",2.6777450245,2.7501958185,2.715070997
"1782","CELSR1",2.854264624,3.156762791,3.17090472366667
"1783","CELSR2",3.471903007,3.1240538655,3.5402069815
"1784","CEMP1",3.456756444,3.5007178975,3.464500906
"1785","CEND1",2.653460205,3.007881357,2.875206512
"1786","CENPA",2.6549864425,3.0981071485,3.1812039355
"1787","CENPB",3.926578651,4.435923185,3.712320529
"1788","CENPE",2.747935356,2.80621444,3.380865358
"1789","CENPF",3.0410722915,3.4849274075,3.455717385
"1790","CENPH",3.812912863,3.718906913,4.351661993
"1791","CENPJ",4.09533432266667,3.85848406633333,4.28671927233333
"1792","CENPK",5.925892207,5.079887966,6.054535311
"1793","CENPL",3.4793726195,3.534796506,3.4601311125
"1794","CENPM",3.47722315,3.361950947,4.13403096
"1795","CENPN",3.36294030375,3.63564051225,3.5045175855
"1796","CENPO",3.130364481,3.071562543,3.2814259425
"1797","CENPQ",2.243927118,2.353432587,2.520070396
"1798","CENPT",4.492888923,3.801739784,4.119584174
"1799","CENPV",4.48057461466667,4.097140883,4.85669407433333
"1800","CEP120",5.8280421115,5.5285845795,6.186537892
"1801","CEP135",4.9601953085,4.700838865,5.044323279
"1802","CEP152",3.2233339885,3.175628692,4.0070915055
"1803","CEP164",4.886393825,5.16711971366667,5.095223322
"1804","CEP170",7.090789899,6.8346199305,7.2347055635
"1805","CEP192",6.653633727,6.523738595,6.787435979
"1806","CEP250",3.514093319,3.6200595045,3.492543678
"1807","CEP290",4.51854625466667,4.17378415266667,4.56815415166667
"1808","CEP350",6.76281659625,5.90515801875,6.53742689375
"1809","CEP55",2.721308843,3.239364887,3.67933753
"1810","CEP57",7.3521730914,7.1481830022,7.6667457832
"1811","CEP63",5.96986966,6.26836541733333,6.17554486033333
"1812","CEP68",5.947458312,5.1018077964,5.8206573416
"1813","CEP70",3.623022997,3.5631591718,3.759355941
"1814","CEP72",3.581296815,3.813318183,3.943859896
"1815","CEP76",3.4736450485,3.3752904455,3.690072841
"1816","CEP78",6.4236377905,6.6090969365,6.573651652
"1817","CEP97",3.28204938033333,3.59710648633333,4.07323495333333
"1818","CEPT1",6.2001781005,6.2978294885,6.72469602
"1819","CER1",2.817602749,2.93917748,2.747320323
"1820","CERCAM",2.6221853635,2.290521747,2.5642632725
"1821","CERK",8.771524205,8.571128447,8.806662832
"1822","CES1",7.111199437,8.481460101,6.44885807
"1823","CES2",6.167540369,5.96015382533333,5.99768147933333
"1824","CES3",3.5594686235,3.778027551,3.399559374
"1825","CETN1",2.614035725,2.583392846,2.582520944
"1826","CETN2",7.605798687,7.692501638,7.452371491
"1827","CETN3",5.741087539,4.649243669,6.290395927
"1828","CETP",3.243059203,3.77754802,2.909674732
"1829","CFB",2.635486858,2.5840950775,2.7121356235
"1830","CFD",8.719776567,9.930235369,8.440146835
"1831","CFDP1",4.17509089066667,4.17937621,4.11619783466667
"1832","CFH",2.813850435,3.19257225,3.246549137
"1833","CFHR3",2.2206362765,2.5662178725,2.370303828
"1834","CFHR4",2.365866621,2.529960701,2.218104372
"1835","CFHR5",2.219237648,2.155258535,2.313227943
"1836","CFI",2.494276439,2.7763472865,2.4488648495
"1837","CFL1",10.449383737,10.7376904465,10.333780476
"1838","CFL2",5.84523830066667,5.454797312,5.404860638
"1839","CFLAR",7.50716379423077,7.41330944192308,6.93013892984615
"1840","CFP",9.01103165,9.255739439,8.105843575
"1841","CFTR",2.351248783,2.4457544334,2.3488739532
"1842","CGA",2.382517188,2.524816296,2.506816927
"1843","CGGBP1",8.505348263,8.34123828233333,8.46533572733333
"1844","CGN",2.6435183845,2.4644053535,2.539289296
"1845","CGNL1",2.362655739,2.743093067,2.5253102285
"1846","CGRRF1",6.744851518,6.13514471,6.354249056
"1847","CH25H",2.964521267,4.231158134,3.830565216
"1848","CHAC1",2.698497725,2.594799606,2.743280123
"1849","CHAC2",3.991402201,3.615825551,5.53042301
"1850","CHAD",2.508579337,2.753871203,2.997561663
"1851","CHADL",2.853455108,2.392294298,2.943648978
"1852","CHAT",2.558107838,2.455228879,2.531469599
"1853","CHCHD1",7.274202811,7.642375113,7.686433679
"1854","CHCHD10",6.995530288,7.288335416,7.123521466
"1855","CHCHD2",10.81491349,11.10129811,10.96787572
"1856","CHCHD3",7.550741662,7.623935419,7.75752391
"1857","CHCHD4",5.077615488,5.03576777,5.559959781
"1858","CHCHD5",3.598683487,3.834849262,3.68785159233333
"1859","CHCHD6",3.712550233,3.197393108,3.761859744
"1860","CHCHD7",7.363050584,7.2792117765,7.839089224
"1861","CHD1L",5.586292218,5.48963572725,5.75424044075
"1862","CHD2",7.01758477444444,6.75845235822222,7.01273665966667
"1863","CHD3",5.9024052215,5.48467288,5.769825014
"1864","CHD4",7.58542235333333,7.19724502433333,7.45707148533333
"1865","CHD5",2.940889991,2.736922948,2.781568842
"1866","CHD6",4.54879420825,4.2820351435,4.63848784
"1867","CHD7",5.06206719675,4.94667181925,5.40818207025
"1868","CHD8",6.340072509,6.24858286,6.504360489
"1869","CHDH",2.59154471716667,2.56345954333333,2.633310211
"1870","CHEK1",2.729580151,3.4337877385,3.321544577
"1871","CHEK2",4.589826819,4.839920624,4.900497596
"1872","CHERP",4.55022960166667,4.82246654966667,4.85315949333333
"1873","CHFR",7.7304789,7.7131473245,7.6542781525
"1874","CHGA",2.41774214,2.35754457,2.300184093
"1875","CHGB",2.861583269,2.879322943,2.956433719
"1876","CHI3L1",3.89332231866667,2.966166194,3.92819550066667
"1877","CHI3L2",5.397321907,5.025757549,5.95176481
"1878","CHIA",2.36959567,2.502039567,2.38134098
"1879","CHIC1",3.90319615433333,3.72801142766667,3.94821629733333
"1880","CHIC2",8.26522493,8.427975682,8.047559432
"1881","CHIT1",2.268297373,2.569874763,2.415612845
"1882","CHKA",4.746271659,5.176232849,4.717153162
"1883","CHL1",2.646178748,2.5619200925,2.5923337915
"1884","CHM",4.13646547033333,3.77810544466667,4.386731377
"1885","CHML",3.9134089278,4.1449444174,3.9158643758
"1886","CHMP1A",6.059421225,6.275721084,6.088389923
"1887","CHMP1B",7.637003967,8.0931339605,7.8443664795
"1888","CHMP2A",8.547103442,8.794316432,8.556706017
"1889","CHMP2B",7.730004936,8.05694916966667,7.560415967
"1890","CHMP4A",7.845019581,7.9513245865,7.9341497685
"1891","CHMP4B",9.6463878385,9.5365427875,9.0883653245
"1892","CHMP4C",2.776395077,2.95071736,2.758227548
"1893","CHMP5",7.7114012965,7.4233414805,7.568340796
"1894","CHMP6",5.286912406,5.305077827,5.293206953
"1895","CHMP7",7.256204919,6.697701941,7.541346584
"1896","CHODL",2.93942718,3.027911773,2.860881086
"1897","CHP2",2.565943405,2.54057521,2.547850918
"1898","CHPF",2.797217731,2.549004975,3.305757951
"1899","CHRAC1",5.922017489,6.842938678,6.046333721
"1900","CHRD",2.6779115975,2.633708748,2.534525904
"1901","CHRDL1",2.521847941,3.246878625,2.682539257
"1902","CHRDL2",2.171354609,2.564785079,2.431952627
"1903","CHRM1",2.453643849,2.271780624,2.255196977
"1904","CHRM2",2.362670921,2.484216752,2.49495073
"1905","CHRM3",2.4957271404,2.3481163002,2.3347128432
"1906","CHRM5",2.431574558,2.720380972,2.551297722
"1907","CHRNA1",2.665336055,2.536513686,2.3708517815
"1908","CHRNA10",2.882735709,2.7105952645,2.7277841695
"1909","CHRNA2",2.999977411,2.921008096,2.882623242
"1910","CHRNA3",2.54837041433333,2.45637282766667,2.82573159233333
"1911","CHRNA4",2.6752555005,2.72239278325,2.56205008175
"1912","CHRNA5",2.120725185,2.542423208,2.763334898
"1913","CHRNA9",2.416855388,2.571893003,2.61039605
"1914","CHRNB1",3.67185692,3.520998759,3.958032961
"1915","CHRNB3",2.2630006715,2.389571772,2.2447542725
"1916","CHRNB4",2.137831709,2.399379723,2.380541738
"1917","CHRND",2.468136508,2.762279629,2.600998331
"1918","CHRNE",2.966474913,2.469572991,2.731557311
"1919","CHRNG",2.867479196,3.236301053,2.808825764
"1920","CHST1",2.36959567,2.909628696,2.579322972
"1921","CHST10",3.814126422,3.574601757,3.584610171
"1922","CHST12",5.1116978465,4.7768829685,5.5502774815
"1923","CHST13",3.400320663,3.5123381,3.3428694115
"1924","CHST14",5.169997071,5.098215324,4.983830476
"1925","CHST2",7.315176905,7.191029639,6.162958062
"1926","CHST3",2.517845438,2.73354506033333,2.62777979666667
"1927","CHST4",2.800243148,2.469528663,2.690240303
"1928","CHST5",3.238083959,2.914736957,2.84507018
"1929","CHST6",2.371733383,2.542600257,2.811731558
"1930","CHST7",6.960517197,6.1267486,5.696849254
"1931","CHST8",2.653491303,3.516922273,2.614868292
"1932","CHST9",2.14722755,2.4018918145,2.241035355
"1933","CHSY1",7.475557893,7.80102372,7.621645063
"1934","CHSY3",2.142884161,2.373517452,2.383690347
"1935","CHTF18",3.156760173,3.092579107,3.211635336
"1936","CHUK",6.018694535,6.042982344,6.346629542
"1937","CIAO1",6.725333587,6.990521236,7.090594809
"1938","CIB1",8.919884462,9.000789306,8.692631958
"1939","CIB2",2.94138518866667,2.95235823333333,2.726079272
"1940","CIB3",2.473974371,2.497139821,2.617586071
"1941","CIB4",2.768056799,2.745508175,2.272314425
"1942","CIC",5.412653918,5.398052854,5.232678006
"1943","CIDEA",3.031903537,2.605231636,2.800721515
"1944","CIDEB",5.307637835,5.25626587,3.870274413
"1945","CIDEC",3.3456317305,3.6581962535,3.19990652
"1946","CIITA",4.40923409766667,4.13481323933333,4.29877728766667
"1947","CILP",2.89787961,2.847050095,2.889267857
"1948","CILP2",2.507110064,2.41094243,2.616310305
"1949","CINP",4.744194262,5.035725615,4.856659003
"1950","CIRBP",7.5185113404,7.2143812474,7.7932776896
"1951","CISD1",5.567947183,5.541248257,6.013497951
"1952","CISD2",5.732635872,6.0591088125,6.2708780045
"1953","CISH",4.813758338,4.266497141,5.455830791
"1954","CIT",2.6928983195,2.791075984,2.866116562
"1955","CITED1",2.594560888,2.298992645,3.224055857
"1956","CITED2",7.8220070625,7.490435207,7.86409475
"1957","CITED4",4.351413122,5.366175054,4.139417404
"1958","CIZ1",4.701543793,4.8212121785,4.6984180445
"1959","CKAP2",3.946226572,3.9499581305,4.2673194945
"1960","CKAP2L",3.667941246,3.44647131,3.612730087
"1961","CKAP4",8.7739140475,9.423465743,8.587662731
"1962","CKAP5",5.5071950845,5.7134058785,5.844025901
"1963","CKB",3.533479888,3.461406793,3.311968313
"1964","CKM",2.132353908,2.726815092,2.485914904
"1965","CKMT2",2.265851575,2.523573001,2.197795175
"1966","CKS1B",6.164462007,6.661753246,7.076942621
"1967","CKS2",5.286378492,6.200284582,6.486868515
"1968","CLASP1",5.279074208,5.3790079375,5.318227062
"1969","CLASP2",5.1064992265,5.13539721516667,4.84937781766667
"1970","CLCA2",2.4618866985,2.30041500775,2.3285491405
"1971","CLCA4",2.516026247,2.297630965,2.093765775
"1972","CLCC1",4.794017744,4.78801535666667,5.718823356
"1973","CLCF1",4.899929173,5.138063792,5.202671981
"1974","CLCN1",2.976159191,2.743002755,3.829230871
"1975","CLCN2",3.618086596,3.76225788,3.849517477
"1976","CLCN3",6.76736468075,5.78275285125,6.17262691375
"1977","CLCN4",3.1537564572,3.0441807776,3.2937212304
"1978","CLCN5",3.504998859,3.2745939328,3.475493893
"1979","CLCN6",6.2057886,6.592380138,6.095399863
"1980","CLCN7",4.72977210466667,4.85394426666667,4.651229391
"1981","CLCNKB",2.71783893966667,2.61902019433333,3.183656038
"1982","CLDN10",2.441439231,2.3059596645,2.268533534
"1983","CLDN12",2.924264509,2.606283937,2.867034193
"1984","CLDN14",2.592904748,3.286804679,2.387669231
"1985","CLDN15",4.763699638,4.8859137405,4.9156144475
"1986","CLDN16",2.567123891,2.769200342,2.623851874
"1987","CLDN17",3.412145896,3.064165985,3.070619591
"1988","CLDN18",2.43942294775,2.4345063185,2.53508310075
"1989","CLDN19",2.90850245533333,2.73312263266667,2.83313911133333
"1990","CLDN2",2.740086382,2.787505092,2.73452405
"1991","CLDN23",2.449585746,2.492086411,2.4459188515
"1992","CLDN3",2.4303356565,2.4034016295,2.462834125
"1993","CLDN4",2.342719533,2.594258756,2.5744152315
"1994","CLDN5",5.020378619,4.65786132,4.205338212
"1995","CLDN6",3.529787191,3.27992014,3.336865664
"1996","CLDN7",3.145989544,3.392381366,3.646121385
"1997","CLDN8",2.724087201,2.701149615,2.501695131
"1998","CLDN9",2.667054019,2.521370881,2.392244188
"1999","CLDND1",7.18480137833333,7.269705213,7.239880751
"2000","CLDND2",2.637202744,2.900082282,3.202067799
"2001","CLEC10A",6.314494989,7.815765796,6.050746966
"2002","CLEC12A",4.21660186,4.7034728395,3.6807997695
"2003","CLEC12B",3.967458744,5.1611865355,3.5196434595
"2004","CLEC14A",3.321866366,2.918947057,3.20986988
"2005","CLEC16A",3.737058144,3.9288884385,3.7400523295
"2006","CLEC1A",2.83232491,3.797502049,2.995742247
"2007","CLEC1B",7.443286753,6.063966124,6.134604114
"2008","CLEC2B",7.4904384185,8.3189299995,8.7027570565
"2009","CLEC2D",6.903223513,6.09964319575,7.0254656695
"2010","CLEC3A",2.484659561,2.251649998,2.8389859
"2011","CLEC4A",8.4830053135,8.558223058,8.324992908
"2012","CLEC4C",3.190872343,3.087415172,3.8107380565
"2013","CLEC4E",7.4200959775,8.1566670915,6.351050907
"2014","CLEC4F",2.464669637,2.739437519,2.497011897
"2015","CLEC4G",3.037109899,3.326119508,3.068964509
"2016","CLEC4M",2.6571452555,2.748811101,2.6447069835
"2017","CLEC5A",5.581444053,7.141799322,4.527705383
"2018","CLEC7A",7.66559663616667,8.07361148483333,7.09512524833333
"2019","CLECL1",3.69945327,4.1160138695,4.168052875
"2020","CLGN",2.078790171,2.414005636,2.281220671
"2021","CLIC1",10.49491983,10.71049902,10.40861161
"2022","CLIC2",4.824503368,4.954344176,4.16235583
"2023","CLIC3",6.007157926,5.738694125,5.126932025
"2024","CLIC4",8.56704761433333,8.57706268866667,7.28958739033333
"2025","CLIC5",2.8690760014,2.8238295542,2.6788042394
"2026","CLIC6",2.526251782,2.6163263605,2.4770330615
"2027","CLINT1",6.66388444433333,7.069035339,6.98259505633333
"2028","CLIP1",4.94675852283333,4.73184053266667,4.69079982683333
"2029","CLIP2",3.823835098,3.868752172,3.675166268
"2030","CLIP3",2.6883301455,2.7649262835,2.664306366
"2031","CLIP4",6.0572926795,6.4437565825,6.3624036345
"2032","CLK1",8.455125881,8.284743573,8.834961629
"2033","CLK2",6.993678317,7.273813658,7.32192111
"2034","CLK3",7.611114114,7.818239364,7.847724993
"2035","CLN3",7.1688742065,7.547736054,7.030213569
"2036","CLN5",5.577331919,5.15792644933333,5.632224059
"2037","CLN6",3.8259483196,3.9966741956,3.847307837
"2038","CLN8",3.7905542214,4.464227444,4.0893621208
"2039","CLNS1A",8.725522241,8.934026464,8.902731991
"2040","CLOCK",4.0436066885,3.965227456,4.0154701275
"2041","CLPB",3.2004014965,3.799339199,3.6280576325
"2042","CLPP",6.669991827,6.886073313,6.967093551
"2043","CLPTM1",4.962708859,5.250010128,4.9074059065
"2044","CLPTM1L",6.15372502966667,6.395505206,6.51261779233333
"2045","CLPX",6.0795474705,5.9867002945,6.299113469
"2046","CLRN1",2.59913491266667,2.65392676433333,2.30236949533333
"2047","CLRN3",2.402287959,2.66521489,2.688265583
"2048","CLSPN",2.5058510575,2.3314879385,2.5818681765
"2049","CLSTN1",6.808708518,6.878285988,6.934463911
"2050","CLSTN2",2.884103119,2.318509909,2.220788655
"2051","CLSTN3",4.55513669,4.398135213,4.540326087
"2052","CLTA",6.3050244675,6.58661093133333,6.26863794116667
"2053","CLTB",5.96141790775,5.95989242675,5.830978446
"2054","CLTC",4.686381153,4.677177348,4.62944431866667
"2055","CLTCL1",3.072441705,3.832761367,3.163284134
"2056","CLU",7.524349197,6.710926062,6.369541458
"2057","CLUAP1",4.671794851,4.3419533985,4.745770009
"2058","CLUL1",2.316688917,2.091257546,2.359385284
"2059","CLYBL",3.87990782333333,4.03935319533333,3.76643227366667
"2060","CMA1",2.14849655,2.316415446,2.178069606
"2061","CMAS",5.4417650355,5.4681394575,5.520026233
