"Gene.Symbol","GSM9093","GSM9094","GSM9095","GSM9096","GSM9097","first","second","third"
"LIME1",7.2,43.4,12.8,10,3.3,"LIME1",NA,NA
"NEK11",31.2,101.7,87,90.3,98.5,"NEK11",NA,NA
"PBLD",51,80.9,69.5,80.2,83.5,"PBLD",NA,NA
"BORA",26.4,56.8,32.2,42,46.8,"BORA",NA,NA
"KCTD14 /// NDUFC2-KCTD14",11.2,7.6,10.2,4.2,4.8,"KCTD14","NDUFC2-KCTD14",NA
"BMP2K",17.2,7.2,4.1,7.8,4.5,"BMP2K",NA,NA
"COX15",91.7,166,121.8,168.2,157.3,"COX15",NA,NA
"ZNF16",63.3,122.3,114.9,112.1,113.7,"ZNF16",NA,NA
"RTN3",180.2,270.5,321.7,256.9,319.3,"RTN3",NA,NA
"ROBO3",7.6,17,15.3,23.9,16.8,"ROBO3",NA,NA
"EAF2",33.1,60.2,36.1,29.7,36.7,"EAF2",NA,NA
"SVEP1",28,30.1,4.7,26.3,14.2,"SVEP1",NA,NA
"NME7",101.9,115.9,126.1,81.4,88.7,"NME7",NA,NA
"RHCG",7,3.1,1.8,5.4,4.4,"RHCG",NA,NA
"CENPN",33.9,4.9,2.3,5.6,4.6,"CENPN",NA,NA
"C16orf59",4.3,6.4,6.4,7.5,6.2,"C16orf59",NA,NA
"NRIP3",59.1,61.7,64.8,67.7,72.2,"NRIP3",NA,NA
"ATP13A3",36.3,6.6,39.9,30.6,26.9,"ATP13A3",NA,NA
"SLC17A9",65.4,59.2,57.2,53.1,72.3,"SLC17A9",NA,NA
"C22orf29 /// GNB1L",32.7,61.8,38.6,47.7,75.4,"C22orf29","GNB1L",NA
"COPZ2",239.5,138.9,112.1,345.4,428.5,"COPZ2",NA,NA
"RAB26",17.3,11.2,36.4,56.7,27.6,"RAB26",NA,NA
"LINC00341 /// SYNE3",47.8,131.9,85.8,68,71.3,"LINC00341","SYNE3",NA
"KCNJ16",8.2,6.4,17.5,15.5,6.7,"KCNJ16",NA,NA
"CYP20A1",50.9,12.4,27.7,30.2,28.9,"CYP20A1",NA,NA
"PLEKHF1",160.6,139.8,126,87.3,129.5,"PLEKHF1",NA,NA
"EXO5",8.6,14.7,24.8,8.7,16.5,"EXO5",NA,NA
"SOX18",22.8,45.6,45,36.7,24.3,"SOX18",NA,NA
"SLC35G2",47.7,88.2,75.9,72.8,60.4,"SLC35G2",NA,NA
"KIF16B",20.7,25.8,28.4,35.9,33.7,"KIF16B",NA,NA
"ZNF12",168.8,157.7,212.8,207.1,132.3,"ZNF12",NA,NA
"CADPS2",174.6,149.5,182.8,426.8,395.6,"CADPS2",NA,NA
"LRRC16A",52.6,51.2,65.6,45.6,67.4,"LRRC16A",NA,NA
"1-Mar",24.8,26,4.8,28.4,23.5,"1-Mar",NA,NA
"COG8 /// PDF",192.7,115.7,116,158.7,169.9,"COG8","PDF",NA
"MAP7D3",32.1,48.7,5.6,27.3,9,"MAP7D3",NA,NA
"ABCA7",56.5,56.1,59.8,55.6,67.7,"ABCA7",NA,NA
"CPEB1",26.8,42.8,15.8,13.5,13.4,"CPEB1",NA,NA
"RAB3IL1",113.6,190.2,147.3,112.1,91.3,"RAB3IL1",NA,NA
"TMC5",8.8,19.5,7,10,15.9,"TMC5",NA,NA
"TSEN2",24.8,70,64.9,53,37.8,"TSEN2",NA,NA
"OGFRL1",12.6,5.9,4.8,35,22.1,"OGFRL1",NA,NA
"SPATA7",32.8,26.9,53.8,51.6,50.3,"SPATA7",NA,NA
"PLA1A",228.6,114.3,68,66.1,133.7,"PLA1A",NA,NA
"CCDC28B",12.8,2.3,9.4,2.5,41.4,"CCDC28B",NA,NA
"WDR59",2.9,9.4,12.2,3.2,1.9,"WDR59",NA,NA
"TTC12",3.6,6.1,2.6,4.3,38.8,"TTC12",NA,NA
"NCAPG2",38.9,56.2,35.8,34.9,58.8,"NCAPG2",NA,NA
"TMEM143",29.9,11.4,4.8,6.3,9.3,"TMEM143",NA,NA
"DPH5",334.9,251,411.1,299.7,307.5,"DPH5",NA,NA
"CEND1",65.2,146.7,88.4,88.4,79.7,"CEND1",NA,NA
"MCPH1",2.9,2.9,3,5.4,3.7,"MCPH1",NA,NA
"SLC15A3",119.6,58.2,15.2,29.1,48,"SLC15A3",NA,NA
"NINJ2",92.9,13.1,6.5,10.4,35.2,"NINJ2",NA,NA
"ZNF26",64.3,115,124,113.4,114.1,"ZNF26",NA,NA
"THAP10",44.7,62.7,63,58.1,80.3,"THAP10",NA,NA
"DUOX1",25.9,26.6,7.5,41.6,41.1,"DUOX1",NA,NA
"RWDD1",339.1,339.3,378,390.1,458.5,"RWDD1",NA,NA
"EIF4B",96.2,138.2,153.5,78.6,79.7,"EIF4B",NA,NA
"TMEM50B",215.8,193.7,244,155.2,94.9,"TMEM50B",NA,NA
"C10orf12",1.4,4.6,1.6,4.9,17.8,"C10orf12",NA,NA
"PIEZO2",10.1,43.8,32.9,44.1,56.5,"PIEZO2",NA,NA
"ZNF226",31.4,39.8,40.5,83.6,76.9,"ZNF226",NA,NA
"ZNF3",14.4,9,3.2,12.6,3.5,"ZNF3",NA,NA
"ZNF3",39.3,27.7,10.4,12.2,6.2,"ZNF3",NA,NA
"PHF20L1",3.4,36.4,40.1,60.3,28.8,"PHF20L1",NA,NA
"MS4A4A",112.1,42,35.5,76.2,61.7,"MS4A4A",NA,NA
"FBXO38",35.3,4.4,9,5.4,3.1,"FBXO38",NA,NA
"WDR25",4.5,11,22.2,29.9,16.9,"WDR25",NA,NA
"ARHGEF28",38.3,29,37.5,42.6,38.8,"ARHGEF28",NA,NA
"CEP85",66.2,54.7,94.1,39.3,23.9,"CEP85",NA,NA
"FGG",5.4,26.5,13.7,11.8,20.2,"FGG",NA,NA
"SIRT6",54.1,83.9,87.4,111.1,82.9,"SIRT6",NA,NA
"SLC6A20",1.4,17.7,12.4,3.8,6.1,"SLC6A20",NA,NA
"KCNK5",28.1,46.8,40.3,33.5,18.5,"KCNK5",NA,NA
"ACSS3",33.3,89.1,81,84.6,61.5,"ACSS3",NA,NA
"CAMKMT",4,20.2,8.8,37.8,48.2,"CAMKMT",NA,NA
"IRAK4",54.6,69,55,42.8,74.9,"IRAK4",NA,NA
"DIRAS2",3.2,1.4,17.2,19.2,29.4,"DIRAS2",NA,NA
"TOR4A",42.9,29.6,30.2,28.7,14.5,"TOR4A",NA,NA
"CLSPN",2.8,8.4,19.7,6.9,6.4,"CLSPN",NA,NA
"RAB20",100.7,81.6,67.2,92.8,60.4,"RAB20",NA,NA
"ACTR5",70,92.5,70.4,56.6,42.5,"ACTR5",NA,NA
"BAG4",9,7.6,22.5,16.8,12,"BAG4",NA,NA
"COL4A3BP",56.3,107.5,98.8,106.9,130.8,"COL4A3BP",NA,NA
"MAP7D3",25.5,134.4,103.2,173.5,165.5,"MAP7D3",NA,NA
"ZNF767P",93.5,144.3,127.2,116.7,118.1,"ZNF767P",NA,NA
"ZMAT3",432.8,318.4,363.7,434.5,512.5,"ZMAT3",NA,NA
"FAM118A",76.3,88.9,89.4,86.9,70.6,"FAM118A",NA,NA
"PDZK1IP1",21.8,34.5,38.2,45.6,43.3,"PDZK1IP1",NA,NA
"LRP12",78,95.5,205.3,124,72.4,"LRP12",NA,NA
"SHPK /// TRPV1",24.3,32.7,30.4,51.5,34.4,"SHPK","TRPV1",NA
"TTPAL",91.3,123.1,118.3,136.3,119.6,"TTPAL",NA,NA
"CHST11",43.6,64.3,16.2,27.7,30.9,"CHST11",NA,NA
"ZNF606",45.1,95,60.6,94.1,90.8,"ZNF606",NA,NA
"ARMC9",121.6,26.8,41.4,43.3,57.5,"ARMC9",NA,NA
"ARMC9",236.1,54.3,90.9,82.1,88.3,"ARMC9",NA,NA
"FBXO22",11.2,11.5,10,10.7,3.6,"FBXO22",NA,NA
"PARP6",246.3,357.4,413.4,390.6,415.9,"PARP6",NA,NA
"CLDN15",60.5,91.4,94.9,45.9,97.8,"CLDN15",NA,NA
"DET1",99.2,131.2,163,83.8,101.9,"DET1",NA,NA
"PEX5L",18.9,1.9,23.2,4.3,4.2,"PEX5L",NA,NA
"LRP1B",1.7,2.5,13.3,9,1.3,"LRP1B",NA,NA
"CEP83",44,64.7,55.5,73.7,59.7,"CEP83",NA,NA
"CASQ1",15.2,68.8,35.8,34.3,46.4,"CASQ1",NA,NA
"DEF8",114.5,46.5,83.4,51,69.3,"DEF8",NA,NA
"POPDC2",256.3,333.6,170.5,135,185.6,"POPDC2",NA,NA
"MREG",18.7,16.2,17.1,19,20.5,"MREG",NA,NA
"ALG6",94,110.8,141.4,151.4,127,"ALG6",NA,NA
"ERCC6L",2,5.6,2.4,9.9,5.6,"ERCC6L",NA,NA
"DPPA4",1,23.9,11.6,3.6,11.8,"DPPA4",NA,NA
"CXorf36",3.6,11.5,6,7.3,6.8,"CXorf36",NA,NA
"LSM14B",10.1,6.8,8.3,35.4,13.7,"LSM14B",NA,NA
"PTPLA",341.9,491.9,345.9,128.4,129.7,"PTPLA",NA,NA
"SUGCT",29.3,42.6,19.3,9.1,53.3,"SUGCT",NA,NA
"PCDH12",89,18,17.5,12.8,44.4,"PCDH12",NA,NA
"KLF3",104.5,86.9,69.3,69.4,57.8,"KLF3",NA,NA
"PTCD2",7.5,12.4,9.5,11.3,16.5,"PTCD2",NA,NA
"ATP8A2",3.2,5.2,4.5,6,11.3,"ATP8A2",NA,NA
"ATP8A2",18.9,17.1,20.4,33.5,37.4,"ATP8A2",NA,NA
"RANBP17",38.9,42.8,23.6,49.6,57.1,"RANBP17",NA,NA
"C2orf49",49.6,49.8,11.1,48,50.2,"C2orf49",NA,NA
"TMEM121",27.7,42.6,19.4,64.2,75.1,"TMEM121",NA,NA
"DECR2",160.9,107.8,113,157,208.3,"DECR2",NA,NA
"NUDT18",27.8,36.9,8,22.4,33.4,"NUDT18",NA,NA
"MS4A6A",309.9,141.7,124.7,161.8,172.2,"MS4A6A",NA,NA
"BANK1",4.5,3.6,2.4,16.3,15.9,"BANK1",NA,NA
"GDAP1L1",8.6,4.4,5,4.9,6,"GDAP1L1",NA,NA
"CD177",5.4,19,36.1,36.3,44.8,"CD177",NA,NA
"BEND5",7,54.1,56.5,50.6,55.3,"BEND5",NA,NA
"HPCAL4",24.8,39.3,24.6,32.3,40.3,"HPCAL4",NA,NA
"AHSP",12.4,41.1,44.7,20.7,10.6,"AHSP",NA,NA
"MCM9",20.3,19.6,37.4,29.1,22.3,"MCM9",NA,NA
"HDLBP",5.6,36.3,33.5,11.6,31.3,"HDLBP",NA,NA
"UXS1",134.4,113.7,66.5,102.1,97.3,"UXS1",NA,NA
"ZSCAN16",13.3,29.1,13.6,10.4,19.6,"ZSCAN16",NA,NA
"SPSB1",371.7,270.2,203.3,249.8,304.2,"SPSB1",NA,NA
"DCLRE1C",151.6,225.7,234.8,250.8,245.1,"DCLRE1C",NA,NA
"WAC",193.7,173.5,175.7,120.3,122.6,"WAC",NA,NA
"NLRX1",85.1,139.3,94.4,129.4,138.1,"NLRX1",NA,NA
"RAB11FIP1",12.6,17.4,29.3,6.6,48.1,"RAB11FIP1",NA,NA
"TBX3",100.6,30.4,45,110.6,80.8,"TBX3",NA,NA
"FZD3",54.1,29,66.1,30,26.6,"FZD3",NA,NA
"RTP4",3.7,10.9,8.1,7.7,4.8,"RTP4",NA,NA
"TMEM35",41.5,52.2,62.6,57.6,57,"TMEM35",NA,NA
"STK32B",28.3,18.9,6.7,96.2,49.4,"STK32B",NA,NA
"HHAT",36.5,24.9,17,26.6,38.6,"HHAT",NA,NA
"BBS7",13.6,2.9,27.1,27.6,13.9,"BBS7",NA,NA
"SEMA3G",61.2,88,61.2,57.7,71.7,"SEMA3G",NA,NA
"IGFLR1",37,58.5,50,52.7,54.9,"IGFLR1",NA,NA
"SAMD9",23.5,17.5,43.5,26.3,2.1,"SAMD9",NA,NA
"KREMEN2",34.1,4.8,8.5,19.1,21.8,"KREMEN2",NA,NA
"AGPAT4",75.8,47.2,32.3,13.5,72.7,"AGPAT4",NA,NA
"FAM105A",19.5,28.8,22.7,25.5,25,"FAM105A",NA,NA
"SMPD3",5.5,38.1,9.8,8.7,4.5,"SMPD3",NA,NA
"DENND1B",29.9,53.1,34.9,53.1,42.1,"DENND1B",NA,NA
"HS3ST2",31,39.2,57,46.8,44.6,"HS3ST2",NA,NA
"METTL4",53.7,52.3,68.1,70.4,66.4,"METTL4",NA,NA
"LGI2",68.4,15.4,8.5,8.8,5.8,"LGI2",NA,NA
"PLXDC1",151.4,189.5,154.1,195.2,164.3,"PLXDC1",NA,NA
"TMOD2",2.8,6.6,7.3,6.2,9.5,"TMOD2",NA,NA
"PLAC1",21.4,58.1,51.2,23.9,51.4,"PLAC1",NA,NA
"MNS1",23.7,28.7,16.3,21.3,24.4,"MNS1",NA,NA
"YBX2",24.8,66.3,50.5,49.8,27,"YBX2",NA,NA
"QSER1",20.7,47.2,20.5,24.8,35.9,"QSER1",NA,NA
"AP5S1",58.8,78.7,63.1,92.9,83.3,"AP5S1",NA,NA
"CPNE7",65.1,115.6,87,125.7,88.1,"CPNE7",NA,NA
"NT5M",7.8,42.2,38.3,29.4,49.6,"NT5M",NA,NA
"FAM173A",90.6,94.4,67.3,77.5,111.7,"FAM173A",NA,NA
"SH3TC2",9.3,18.2,8.3,29,9.4,"SH3TC2",NA,NA
"ZNF586",70.4,53.4,90.3,108.6,114.6,"ZNF586",NA,NA
"SHPK /// TRPV1",2.7,9,16.7,7.8,9.9,"SHPK","TRPV1",NA
"SHPK",8.5,40.7,39.2,47.6,76.1,"SHPK",NA,NA
"CACNA2D3",5.1,9.1,22.3,20.4,7.1,"CACNA2D3",NA,NA
"TDP1",15.9,71.5,59.3,50,59.7,"TDP1",NA,NA
"APOL6",23.3,46.8,57.3,16.2,12.4,"APOL6",NA,NA
"DCAF16",61.6,94.9,82,53.3,82.5,"DCAF16",NA,NA
"FGGY",74.7,69.2,81.4,60.1,54.2,"FGGY",NA,NA
"HIGD1B",6.4,79.7,76.2,85.7,117.5,"HIGD1B",NA,NA
"GPATCH2L",47.5,38,52.4,69.2,53.6,"GPATCH2L",NA,NA
NA,5.6,15.4,26.7,4.1,9.4,NA,NA,NA
"GDPD3",81.1,105.4,109.3,165.9,131.3,"GDPD3",NA,NA
"AGPAT3",26.6,35.7,38.9,35.7,37.6,"AGPAT3",NA,NA
"TESPA1",15.4,37.3,30.7,44.6,7.1,"TESPA1",NA,NA
"TREM2",43.1,9.2,5.6,7.5,3.9,"TREM2",NA,NA
"NLGN3",25.6,25.9,28.6,29.8,25.9,"NLGN3",NA,NA
"DUOX2",13.8,21.2,2.8,5.4,4.9,"DUOX2",NA,NA
"MYOT",1.7,1.3,0.5,9.4,18.1,"MYOT",NA,NA
"PRRX2",20,56.9,79.6,87.2,118.7,"PRRX2",NA,NA
"LOC100996782 /// MED18",0.9,10.6,1.7,1.2,23.2,"LOC100996782","MED18",NA
"ENTPD1-AS1",61,70.6,56,64.3,60,"ENTPD1-AS1",NA,NA
"LPPR1",9.9,26.3,34.9,44,35.9,"LPPR1",NA,NA
"SLC27A5",6.1,9.2,9.3,13.9,12.7,"SLC27A5",NA,NA
"SIDT1",12.7,24.7,16.4,19.7,0.8,"SIDT1",NA,NA
"TFCP2L1",41.9,107.8,118.2,104.1,98.9,"TFCP2L1",NA,NA
"TRIM36",1.7,17.2,23.7,31,18.2,"TRIM36",NA,NA
"PCDH9",22.8,18.1,18.2,45,5.6,"PCDH9",NA,NA
"PCDH9",8.8,4,1.2,15.7,26.4,"PCDH9",NA,NA
"RNF186",16.5,51.4,52.3,30,82.6,"RNF186",NA,NA
"VASH2",26.7,36.2,20.1,34.2,13.9,"VASH2",NA,NA
"ZNF552",15.8,51.5,39.4,10.9,31.5,"ZNF552",NA,NA
"PRR7",5.9,16.6,13.7,33.3,29.7,"PRR7",NA,NA
"HEY2",50.4,100.1,60.6,117.4,80.5,"HEY2",NA,NA
"FN3K",3.8,29.7,19.9,33.7,35,"FN3K",NA,NA
"TMEM180",43.5,49.5,3.7,24.3,10.7,"TMEM180",NA,NA
"DPF3",37,60.4,57.3,77.3,92.5,"DPF3",NA,NA
"NDNF",38.6,53.9,56,59.8,95.4,"NDNF",NA,NA
"TREML2",10.1,29,16.7,8.7,40.2,"TREML2",NA,NA
"SH2D4A",31.1,63.7,33.9,35.6,46.8,"SH2D4A",NA,NA
"TMEM144",12.9,18.1,13.7,6.7,8,"TMEM144",NA,NA
"SETD6",22.2,86.9,72.2,41.1,57.8,"SETD6",NA,NA
"RASAL1",27.8,108.6,63.9,21.8,71.4,"RASAL1",NA,NA
"STAG3",28.6,14.8,30.9,38.7,32.2,"STAG3",NA,NA
"RBM41",6.9,38.8,63.9,66.1,90.9,"RBM41",NA,NA
"CBX8",61.6,26,42.2,71.5,102.2,"CBX8",NA,NA
"POF1B",16.4,18.6,8,2.2,9.6,"POF1B",NA,NA
"TMEM260",92.2,119.8,125.6,126.4,155.6,"TMEM260",NA,NA
"TTC26",4.3,10.3,29.1,5.2,5.3,"TTC26",NA,NA
"ERAP2",27.8,42.1,48.6,3.8,11.5,"ERAP2",NA,NA
"LIN7B",51,84.7,45.7,54.7,76.4,"LIN7B",NA,NA
"CLEC1A",62.8,55,71.3,85.3,83.7,"CLEC1A",NA,NA
"RPL36",1947.1,1618.6,1667.7,1681.1,2019.4,"RPL36",NA,NA
"DENND1A",33.1,49.9,17.1,51.7,41.7,"DENND1A",NA,NA
"FZD10",26.3,58.3,42.7,39,55.7,"FZD10",NA,NA
"ZNF329",31.8,39.2,39.5,74.7,58.6,"ZNF329",NA,NA
"B9D2",6.3,5.2,12.1,9.1,7.5,"B9D2",NA,NA
"CRYZL1",104.7,113.9,143.9,121.3,106.4,"CRYZL1",NA,NA
"VTCN1",23.2,19.6,23.6,33.3,47.5,"VTCN1",NA,NA
"INCENP",8.6,4.8,3.4,16.3,29.2,"INCENP",NA,NA
"GTDC1",55.4,60.7,77.2,71.6,73.9,"GTDC1",NA,NA
"TBC1D8B",43.4,103.6,71.7,74.5,103.5,"TBC1D8B",NA,NA
"SMPX",9.2,94.2,195.4,10.6,26.8,"SMPX",NA,NA
"NOX4",30.1,54.1,230.8,40.2,50.4,"NOX4",NA,NA
"CCDC93",23.8,32.9,34.7,34.3,38.3,"CCDC93",NA,NA
"CPLX3",13.4,7,27,8,13.5,"CPLX3",NA,NA
NA,4.6,6.7,4.8,7.9,26.7,NA,NA,NA
"GIMAP6",36.9,41.8,61.6,59.4,32.4,"GIMAP6",NA,NA
"ZFPM2",117.6,135.8,200.2,124.2,81.8,"ZFPM2",NA,NA
"ZFHX4",78.9,96.2,87.3,86.5,94.6,"ZFHX4",NA,NA
"ZNF771",10.6,5.9,10.9,22,26,"ZNF771",NA,NA
"ZNF771",88.4,81.3,129.7,116,139.5,"ZNF771",NA,NA
"ZNF771",2,6.9,3.6,1.4,2.2,"ZNF771",NA,NA
"SLC35F6",26.9,52.6,29.1,52.5,93.7,"SLC35F6",NA,NA
"C16orf95",9.3,17.9,13.1,17.2,8.9,"C16orf95",NA,NA
"C16orf95",13.1,6.9,16.2,15.7,5.4,"C16orf95",NA,NA
"MTL5",16.8,24.9,22.6,26.1,18,"MTL5",NA,NA
"ECT2",30.6,18.2,19.2,14.3,18.7,"ECT2",NA,NA
"PILRA",5.5,7.8,11,3.2,8.2,"PILRA",NA,NA
"NPR3",18.4,46.3,49,30.4,25.9,"NPR3",NA,NA
"NPR3",2.3,13.6,3,5.4,4,"NPR3",NA,NA
"HAND2-AS1",256.3,562.7,989.8,313.7,348.8,"HAND2-AS1",NA,NA
"AGMAT",30.3,55.1,49.9,52.2,50.2,"AGMAT",NA,NA
"SNX16",19.8,21.1,25.8,21.3,4.8,"SNX16",NA,NA
"VPS53",10.6,22.2,26.8,9,19.1,"VPS53",NA,NA
"SLC6A14",3.6,14.1,12.4,3.1,8.4,"SLC6A14",NA,NA
"CDHR5",4.2,3.2,2.5,2.5,7.3,"CDHR5",NA,NA
"MGAT4A",29.1,8.7,27.7,21.9,44.9,"MGAT4A",NA,NA
"MEPCE",102,189.7,154.1,163.4,212.3,"MEPCE",NA,NA
"DHRS9",18.8,66.5,52.6,36.8,48.2,"DHRS9",NA,NA
"THNSL1",7.9,26.2,15,13,15.9,"THNSL1",NA,NA
"ZNF34",31.8,73.4,76.1,73.1,80.1,"ZNF34",NA,NA
"PYROXD1",64.5,190.6,232.3,168.5,198.1,"PYROXD1",NA,NA
"ANGPTL3",2.1,1.2,13.7,8.7,1.7,"ANGPTL3",NA,NA
"SYNPO2L",8.6,12.3,9.3,1.4,25.8,"SYNPO2L",NA,NA
"CXorf56",23.3,42.1,35.9,18.3,32,"CXorf56",NA,NA
"SMCO4",69.3,100.6,168.5,162.1,148.3,"SMCO4",NA,NA
"MIA-RAB4B /// RAB4B",66.1,14.3,13.8,22.8,46,"MIA-RAB4B","RAB4B",NA
"SCLY",8.9,9.6,40.2,21.1,60.3,"SCLY",NA,NA
"WDR55",63.6,99.6,107.9,101.3,60.2,"WDR55",NA,NA
"VCPIP1",14.8,22.1,4.5,3.4,11.2,"VCPIP1",NA,NA
"DGCR8 /// MIR1306",41.6,49.4,54.8,51.4,36.8,"DGCR8","MIR1306",NA
"PVRIG",34.7,21.2,25.8,14.2,23.3,"PVRIG",NA,NA
"LATS1",14.5,29.3,7.9,21.7,27.3,"LATS1",NA,NA
"MBNL3",2.3,17.8,2.8,4.6,15.7,"MBNL3",NA,NA
"GAL3ST4",120.8,105.2,99.8,101.1,138.8,"GAL3ST4",NA,NA
"RBM23",321.9,349.2,277.7,218,204.1,"RBM23",NA,NA
"MAPKAPK5-AS1",50.1,73.8,76.3,107.7,96.2,"MAPKAPK5-AS1",NA,NA
"GPATCH1",26.4,45.8,54.5,58.6,26.8,"GPATCH1",NA,NA
"MRPS28",95.5,81,76.4,81.3,57.7,"MRPS28",NA,NA
"SLC6A16",35.6,62.4,61,69.7,46.1,"SLC6A16",NA,NA
"GFOD1",90.3,127.3,140.5,131.8,151.6,"GFOD1",NA,NA
"MTRF1",3,6.2,31.5,14.6,5.5,"MTRF1",NA,NA
"LIN28A",2.1,48.2,24.9,28.3,16.3,"LIN28A",NA,NA
"SLC13A4",25.3,46.3,38,18.3,54.1,"SLC13A4",NA,NA
"CYP26B1",2.4,6.7,26.9,21.8,24.4,"CYP26B1",NA,NA
"ZNF419",53.8,83.7,81,53.1,47.7,"ZNF419",NA,NA
"UCP3",5.8,30.3,12.8,25.7,18.5,"UCP3",NA,NA
"RABL6",68.4,75.4,54.3,67.4,78.5,"RABL6",NA,NA
"ITGB1BP2",282.2,63.1,92.3,119.1,138.2,"ITGB1BP2",NA,NA
"RAI1",14.2,30.8,2.4,3.2,4.4,"RAI1",NA,NA
"CDKL3",36.1,94.4,47.5,59.9,42.6,"CDKL3",NA,NA
"HOXC13",4.1,9.1,5,5.2,30.8,"HOXC13",NA,NA
"EFHC1",52.9,94.3,89.3,114.7,81.7,"EFHC1",NA,NA
"CARF",22.7,25.2,18.6,17.7,18,"CARF",NA,NA
"PRDM8",2.7,4,2.4,1.9,2.9,"PRDM8",NA,NA
"ZBED2",2,14.2,4.7,38.4,4.6,"ZBED2",NA,NA
"CYTL1",1.9,10.1,8.7,7.2,9,"CYTL1",NA,NA
"TTC23",85.9,127.1,133.1,138.8,171.8,"TTC23",NA,NA
"TCL6",3.9,3.6,4.3,3,3.2,"TCL6",NA,NA
"TCL6",2.3,33.7,2.5,8.8,6.7,"TCL6",NA,NA
"AICDA",6.6,29.7,30.4,44,21.7,"AICDA",NA,NA
"ARL15",20.3,29.8,22.5,33.6,32.1,"ARL15",NA,NA
"IPP",55.2,58.2,89.2,137.4,110.8,"IPP",NA,NA
"CCDC186",7.9,43.3,22,33.6,30.7,"CCDC186",NA,NA
"BARX1",5.3,11.3,6.2,19.5,4.8,"BARX1",NA,NA
"GON4L",53.8,58.7,74.5,79.8,100.1,"GON4L",NA,NA
"HDAC11",6,5.9,3.4,6.4,4.3,"HDAC11",NA,NA
"ZNF432",74.1,82,154.6,117.1,131.7,"ZNF432",NA,NA
"ZNF671",55.7,23.6,31.3,35.3,31.3,"ZNF671",NA,NA
"EHF",1,1.8,7.7,3,6.3,"EHF",NA,NA
"ZNF613",6.8,5,14.5,3.6,13.6,"ZNF613",NA,NA
"MORN1",6.7,12.2,8.1,4,6.4,"MORN1",NA,NA
"FKRP",29.1,4.2,3.2,3.1,2.5,"FKRP",NA,NA
"ZNF14",62.8,110.5,134.5,90.3,115.3,"ZNF14",NA,NA
"NUDT11",102.7,190.9,197.9,204.5,210.9,"NUDT11",NA,NA
"C1orf116",2.9,6.1,1.8,1.8,2.4,"C1orf116",NA,NA
"PLEKHS1",13.6,4,7.6,9.2,4.9,"PLEKHS1",NA,NA
"MFSD6",5.4,16.3,2,10.6,0.7,"MFSD6",NA,NA
"CLEC4E",2.6,43.9,40.4,14.4,57.5,"CLEC4E",NA,NA
"LY6G5C",32.5,67.1,41.3,46.5,52.3,"LY6G5C",NA,NA
"DNAJC17",19.8,22.5,32.8,28.3,17.9,"DNAJC17",NA,NA
"NARF",166.8,98.5,96.4,124.2,102.8,"NARF",NA,NA
"HERC5",126.7,322.5,679.8,170.6,178,"HERC5",NA,NA
"RCAN3",1.2,3.2,0.7,2.4,1.5,"RCAN3",NA,NA
"LINC00339",4.6,12.3,11.5,32.6,19.6,"LINC00339",NA,NA
"CLIC5",56.5,117.6,84,61.6,82.2,"CLIC5",NA,NA
"CHODL",6,17,43.6,19.8,21,"CHODL",NA,NA
"ANKFY1",177,169.3,150.8,178.5,98.1,"ANKFY1",NA,NA
"SLC39A8",42.5,50.8,58.8,47.6,8.1,"SLC39A8",NA,NA
"ATF7IP2",71.9,47.8,106.6,98.6,115.4,"ATF7IP2",NA,NA
"KLF3-AS1",16.6,100.7,98.5,48.8,41.1,"KLF3-AS1",NA,NA
"FAM198B",157.1,82.7,99.1,87.5,19.4,"FAM198B",NA,NA
"COLEC11",6.7,19.3,36.4,39.7,45.8,"COLEC11",NA,NA
"SLC12A8",3.7,27.1,5.8,12.2,4.2,"SLC12A8",NA,NA
"DESI2",25.8,16.2,14.8,20.1,1.7,"DESI2",NA,NA
"GOLGA2P5",21.2,29.7,8.5,21.2,18.2,"GOLGA2P5",NA,NA
"ZMAT4",47.2,13.9,11,22.5,26.7,"ZMAT4",NA,NA
"KLF13",1.5,3.1,2.7,2,2.8,"KLF13",NA,NA
"C17orf53",9.8,9.2,24.5,9.7,5.1,"C17orf53",NA,NA
"CTC-338M12.4",84.8,101.6,108.6,143,69,"CTC-338M12.4",NA,NA
"CTC-338M12.4",29,28.1,58,36.5,5.9,"CTC-338M12.4",NA,NA
"TTLL7",14.5,45,29.8,23.5,9.7,"TTLL7",NA,NA
"TEX40",23.9,82.7,93.2,69.8,74.6,"TEX40",NA,NA
"LHX6",75.7,95.9,107,114.8,100.6,"LHX6",NA,NA
"SLFN12",36.9,19.3,31,28.2,43.8,"SLFN12",NA,NA
"CEP97",19.6,23.2,16.1,11.4,15.8,"CEP97",NA,NA
"CCDC87",33.3,53.2,95.4,18.5,30.2,"CCDC87",NA,NA
"SPAG4",2.1,21.8,16,24.7,37.7,"SPAG4",NA,NA
"FRAT1",40.6,99.8,69.1,87.8,78.3,"FRAT1",NA,NA
"CLEC5A",25.9,28.7,22.9,15.4,41.6,"CLEC5A",NA,NA
"PGPEP1",53.8,107.4,64.8,126.8,128.8,"PGPEP1",NA,NA
"TM6SF1",46.4,47.5,41.8,65.8,54.6,"TM6SF1",NA,NA
"CCDC71",16.7,59.7,127,78.1,87,"CCDC71",NA,NA
"MAGEL2",47.6,14.1,29.6,32.7,26.3,"MAGEL2",NA,NA
