"x"
"Flu.Immunized.Only.Day.1 _flu_1day"
"Flu.Immunized.Only.Day.1.1 _flu_1day"
"Flu.Immunized.Only.Day.1.2 _flu_1day"
"mean _flu_1day"
"median _flu_1day"
"FoldChange_mean _flu_1day"
"FoldChange_median _flu_1day"
