"proteinType","proteinSearched","todaysDate"
"CTSK","clast","Wed Aug 05 07:12:22 2020"
"ACP5","clast","Wed Aug 05 07:12:22 2020"
"IGF1","clast","Wed Aug 05 07:12:22 2020"
"IGFBP2","clast","Wed Aug 05 07:12:22 2020"
"IGF2","clast","Wed Aug 05 07:12:22 2020"
"IGFBP5","clast","Wed Aug 05 07:12:22 2020"
