"x"
"Flu.Immunized.Only.Day.7 _flu_7day"
"Flu.Immunized.Only.Day.7.1 _flu_7day"
"Flu.Immunized.Only.Day.7.2 _flu_7day"
"mean _flu_7day"
"median _flu_7day"
"FoldChange_mean _flu_7day"
"FoldChange_median _flu_7day"
