"Gene.Symbol","Flu.non.immunized.healthy","Flu.non.immunized.healthy.1","Flu.non.immunized.healthy.2","Flu.non.immunized.healthy.3","Flu.non.immunized.healthy.4","Flu.non.immunized.healthy.5"
"NUDT15",6.952927122,6.55974685,7.526219438,5.727666613,6.126624289,6.576486125
"NUDT16",4.867525972,4.96673834325,4.69517841725,4.00094677475,3.88262972675,3.986367188
"NUDT18",4.923826068,4.525321547,4.607030929,3.278577812,3.526065173,3.408035224
"NUDT2",6.127512156,5.940853533,6.309959386,5.511580761,5.118397341,6.249612907
"NUDT21",8.002350923,7.94314984233333,7.99289925833333,7.00489950766667,7.331019925,6.81302618333333
"NUDT22",5.336311222,5.373306639,5.2338105395,4.834270524,5.005763972,4.8137729825
"NUDT3",4.65329009233333,4.56328110133333,4.48876710066667,3.906864334,4.17935302966667,3.68279318266667
"NUDT4",7.648824983,7.117952555,7.0306955215,6.338593697,6.212916564,5.583639086
"NUDT5",8.085616233,8.364433925,8.05853214,7.756229426,7.870456094,7.36388933
"NUDT6",4.8062239915,5.093965494,4.1921137635,3.380505035,4.1190319925,4.2996174745
"NUDT7",3.85298281633333,4.064993393,3.88764295066667,3.435517234,3.71656733566667,3.74105704533333
"NUDT9",7.282554854,7.532798347,7.000674487,6.689093051,6.690555278,6.759547597
"NUDT9P1",3.378870134,3.152157431,3.585614826,3.431678402,2.574217364,2.724363189
"NUF2",3.070029768,3.505061031,3.241268853,2.637511631,4.045897292,3.353207513
"NUFIP1",5.59398509066667,5.57900765733333,5.84707207266667,4.73610787666667,4.77962228733333,5.02655613466667
"NUFIP2",8.61053645825,8.642325109,8.86236549825,7.405171394,7.349856573,7.92875204225
"NUMA1",5.3665532962,5.560336429,5.4869310042,4.2879830626,4.3966594572,4.7753129666
"NUMB",6.772467175,6.84576300175,6.79709439,5.656295471,5.29811854725,5.319315817
"NUMBL",5.415426956,5.711619666,5.7225060525,4.525274236,4.7200940175,4.722835318
"NUP107",8.256449639,8.631415075,8.292325613,7.649942759,8.067338443,7.675149219
"NUP133",5.706236917,6.1173222845,5.7256017155,5.101494901,5.613858525,5.5397388755
"NUP153",5.951555038,5.86006823333333,6.30962603366667,5.082536512,4.966567998,5.16395474333333
"NUP155",6.216330216,5.99476027,6.228951874,5.459775829,5.744828874,5.796728103
"NUP188",4.36329438866667,4.35988196266667,4.716700108,4.13171632733333,3.95811466633333,4.08567465233333
"NUP205",7.4598508675,7.7809682375,7.440030236,6.411739014,6.5723995655,6.8807115255
"NUP210",7.52529433775,7.59013117025,7.4541925025,7.02366805775,7.23765711875,7.349477496
"NUP210L",2.803243449,2.763220961,2.838608677,1.873432118,2.311561917,2.269976951
"NUP35",6.344123036,6.657161263,6.251514176,5.568362277,5.879384528,6.237462454
"NUP37",7.418190769,7.631463223,7.519981838,6.668051124,7.350983127,6.979020518
"NUP43",6.700340717,7.0298002615,5.8185638475,5.7303405495,5.7716942705,5.0318437525
"NUP62CL",3.0903783795,3.012927053,2.940217794,2.064749589,2.455823638,2.5016843225
"NUP88",6.67679969633333,6.69099242233333,5.98868293833333,5.769843055,5.91124718966667,6.09647436633333
"NUP93",7.626392261,7.535078659,7.424486146,7.005404008,7.375074143,7.531706871
"NUP98",6.56915822333333,6.70176788633333,6.51481652,6.34408191333333,6.482145002,6.17083995433333
"NUPR1",3.205004445,3.236509806,3.11859524,2.709214335,2.548010367,2.452522986
"NUS1",8.6126813615,8.5441543735,8.6725218625,7.866219265,8.061539851,7.932875994
"NUSAP1",5.3485801385,5.389451297,5.3608431725,4.1706671325,5.9938871745,4.880744267
"NUTF2",7.2616635875,7.5444562405,7.184648596,6.5825863915,7.210328802,6.9722887755
"NVL",6.314995358,6.630966927,6.156922704,5.936236803,6.216501249,6.302556495
"NXF1",8.88935618,8.966636594,9.231067499,9.266288475,9.21713026,9.420029013
"NXF3",3.117584852,3.6383381975,3.0373338965,2.824667943,2.2376638185,2.339900377
"NXN",3.727057331,4.202649789,3.560471181,3.456720661,3.920033112,3.247028678
"NXNL1",4.24494928,3.612035014,4.124834767,3.464659272,3.494177568,2.894446969
"NXNL2",2.7393824,2.685344736,2.576210179,2.599047732,2.33279005,2.405151392
"NXPH1",2.633404049,2.869826958,2.508933073,2.107379559,2.193898619,2.219730751
"NXPH2",2.96742377033333,3.067360606,2.925033535,2.76730912966667,2.69722080833333,2.74437249266667
"NXPH3",3.471508336,3.3372883145,3.5147681855,2.878135088,3.154594652,3.5520347125
"NXPH4",3.460209496,3.16556088,3.067648376,2.331314258,2.880558678,2.882418672
"NXT2",7.301020638,7.237894016,7.435353654,6.934162678,6.7214496535,6.1769094305
"NYX",3.204787507,3.381108854,3.412588236,3.1016363805,3.0389020655,3.467042817
"OAF",3.746797983,3.6157378695,3.7903713435,3.608189754,3.316808684,3.508937476
"OAS1",8.6893955445,9.227677017,8.412130417,6.438148753,8.198938064,7.073460046
"OAS2",6.39095725933333,7.23674295,6.69477543733333,5.80397605033333,6.43360198766667,6.022786694
"OAS3",5.3675600065,6.094781918,5.445463353,5.0357553315,5.0135311845,5.1854397625
"OASL",5.5031877055,6.0730628685,6.1500005515,7.52482784,6.6214936755,5.2433982855
"OAT",9.465767793,9.308711627,9.490535277,8.436357671,8.101979509,8.657903069
"OAZ1",12.462761675,12.62207398,12.4010635,12.133650125,11.81511818,11.621961445
"OAZ3",3.3808116055,3.4464669435,3.6464775965,2.4704602025,2.5271521325,2.6072468105
"OBP2B",3.032352234,2.777902536,3.058360281,2.487792177,2.777321231,2.666609205
"OCA2",3.246174955,3.467167723,3.037576726,3.038211542,2.978588132,2.687562244
"OCEL1",6.310695704,6.270912054,6.416127863,5.380442569,4.881859957,5.075116937
"OCIAD1",8.4181775568,8.2346893478,8.3849240348,7.3516980954,7.1665688572,7.5325956234
"OCIAD2",8.786395445,8.584948115,8.436294669,7.950536267,8.229684719,8.506485245
"OCLM",3.095763029,3.315653896,3.132746827,2.482868648,2.892936814,2.55249529
"OCLN",5.15406227525,4.6515135985,4.8709480725,3.58439737125,4.14592080925,4.26416522425
"OCRL",4.234630628,4.454501752,4.0101289495,3.758872225,3.794770695,3.7745150975
"ODAM",2.831584331,3.161536116,2.884758821,2.580700264,2.54278891,2.549385032
"ODC1",7.1777349495,7.0372922375,6.5822861755,6.7667127055,6.1237974055,6.3422072265
"ODF1",3.588323444,3.35226457,3.132412667,2.663302171,3.410481381,2.59844262
"ODF2",6.110471518,6.4507023095,6.093114479,5.7664889715,5.648403547,5.5874815915
"ODF2L",5.136847041,5.086943423,5.285150137,3.64411419,3.89222296475,4.230827078
"ODF3",3.5369858205,3.7095960305,3.289706466,2.718835579,2.938142109,2.645723596
"ODF3L1",3.104308095,3.071802207,2.780269838,2.315669112,2.39931576,2.742288675
"ODF3L2",3.614545241,3.647714045,3.192018672,2.732204439,3.091425252,2.480324993
"ODF4",3.207547488,3.269525922,3.408878705,2.711827915,2.7833627615,2.3986649165
"OFCC1",3.110435004,3.13427314545455,3.11244164427273,2.54630202636364,2.40140489454545,2.43717216245455
"OFD1",7.8328129315,7.9850596775,7.764764975,7.0682899155,6.429882255,7.306782207
"OGDH",5.40232450366667,5.41298729833333,5.499480492,4.85751253533333,4.649945927,4.478909035
"OGDHL",3.414195878,3.107268163,3.393103669,2.753040007,3.046430224,2.822077042
"OGFOD1",5.7276546808,5.8327878372,5.5854844342,5.1511784406,5.5284864904,5.070235322
"OGFOD2",4.803914846,4.83939549833333,4.84074102766667,4.09234295433333,4.09130600866667,4.28424720166667
"OGFR",5.8692289965,5.85915024175,5.9955286755,5.070399638,5.0900287265,5.15553988525
"OGFRL1",8.35498318433333,8.062724484,8.49369882766667,8.10364419733333,7.120571429,6.78171786966667
"OGG1",5.12495485166667,4.89363771433333,5.08781593833333,4.478076052,4.44384734633333,4.19554469633333
"OGN",2.6615075345,2.739862435,2.755356277,2.1989199775,2.14695446,2.3240212315
"OGT",8.6103887232,8.456731073,8.6820506498,7.7917368612,8.006367064,8.0712749164
"OIP5",4.217996858,3.968169297,3.206426384,3.109316348,4.504443384,3.399552336
"OIT3",2.522504473,2.729965753,2.809653649,2.423294423,2.223670005,2.646567578
"OLA1",6.912945182,7.0258180625,7.2851087455,6.3088002935,6.0196852015,6.218454973
"OLAH",2.65930285566667,2.737235987,2.88763744766667,2.34330242033333,2.37503470933333,2.38445398766667
"OLFM2",2.943400347,3.024337152,2.977693166,2.361640227,2.55615195,2.5930028
"OLFM3",2.633024313,2.6424503385,2.691557286,2.4200847195,2.3631493625,2.4034021825
"OLFM4",3.327313604,2.754991323,3.0268198,4.036355956,2.528536322,2.800546325
"OLFML1",2.93921508,2.951667072,2.82995638,2.916660589,2.396567115,2.703080754
"OLFML2A",3.5257056,3.090784324,3.099356513,2.380749022,2.989889502,2.935840795
"OLFML2B",3.10120799,3.385963128,3.621358934,2.692740678,2.752509838,2.48552578
"OLIG1",8.005855761,8.4395138,7.353775667,7.464218175,6.405379699,6.636481921
"OLIG2",3.1710845245,2.764065731,2.6143977465,2.480779819,2.2804472175,2.4460691905
"OLIG3",2.460412158,2.812381508,2.780442949,1.932537314,2.498264081,2.214149939
"OLR1",2.99000577,2.908115624,3.685714302,2.379210901,2.491183728,2.654641759
"OMA1",8.109596899,7.931924919,7.440323857,6.191080485,6.631303772,6.735957745
"OMD",3.1854094745,3.0751323915,3.1625905215,2.388954381,2.2912332445,2.3005458135
"OMG",3.3622593995,3.925077436,3.387078695,2.8327828085,2.6827983905,2.4751469825
"OMP",3.269258937,3.014437907,3.152542304,2.799017199,2.776169804,2.578515086
"ONECUT1",2.864340271,2.559527982,2.841398806,2.096882817,2.376394487,2.296458733
"ONECUT2",3.0738410472,2.9517877196,2.9612394484,2.4073260036,2.5003319124,2.5062014714
"OPA1",5.63277380375,5.94220250225,6.14902022625,5.278977824,5.25226443425,5.3154799875
"OPA3",3.84469335133333,3.73114851266667,3.38582611733333,3.00113091933333,2.88536936433333,2.80431033433333
"OPALIN",2.915929618,2.674812928,3.036889392,2.199713304,2.350557944,2.120392525
"OPCML",3.2149172325,2.8937054145,3.130854384,2.501900662,2.728336838,2.454895019
"OPHN1",9.801900225,9.688729533,9.838993111,8.635098187,8.539921508,8.580282381
"OPLAH",3.112515305,3.146547119,3.477842285,2.330058722,3.207080298,2.91553268
"OPN1SW",3.613043261,2.844296714,3.233112274,2.505970957,2.7018577,2.523925909
"OPN3",7.051277951,7.4819316165,7.28239425,5.875737165,5.4027817185,6.1209914695
"OPN4",3.046189292,3.022836286,3.481976885,2.204650153,2.501626369,2.592366479
"OPRD1",3.245911563,3.248875129,3.171810858,2.76765641,2.749853636,2.901271923
"OPRK1",3.014717244,2.707777489,3.1069684515,2.1939064115,2.215297852,2.463406394
"OPRL1",3.3448545985,3.5582005665,3.3427482185,2.783892992,3.298697612,3.3766147855
"OPTC",2.731283906,2.79935273,2.541699617,2.528727984,2.575990383,2.727423982
"OPTN",8.1216462485,8.180619192,8.274988029,7.700230386,7.831617072,7.6747864885
"OR10A4",3.235408621,3.170959279,3.480056904,3.189357089,3.080217992,2.668025342
"OR10A5",3.095247096,3.161767799,3.273039451,2.297671276,2.657238686,2.390971881
"OR10C1",3.310493622,3.086271649,3.151569916,2.224328329,3.127922674,2.638813317
"OR10H1",3.160085561,3.019243213,3.266945081,2.431441381,3.029061151,2.629922605
"OR10H2",2.893372628,2.885393502,2.961569594,2.612156719,2.387302866,2.527064575
"OR10H3",3.075821464,3.036921182,3.037839524,2.767237273,2.550246684,2.682953938
"OR10J1",2.939989377,3.429961705,3.21243511,2.984217994,2.708908106,2.494102318
"OR11A1",3.359346618,3.120074065,3.303993963,2.566447531,2.406257197,2.468027885
"OR12D2",3.858392604,3.791015493,3.742616342,2.849206025,2.85235928,2.996890214
"OR12D3",3.015836745,3.148471652,3.182056706,2.487491046,2.985798526,2.644852113
"OR13C4",3.3480441075,3.3867286335,3.2916974435,2.8502398785,3.228995999,2.8109865555
"OR1A1",3.236839848,3.4441877,3.106321796,2.522349832,2.676467737,3.324879888
"OR1A2",2.929445597,2.922104057,2.59975149,2.219405147,2.594878435,2.378969283
"OR1C1",3.0311184445,3.285242803,3.1576482435,2.3082064,2.6654285045,2.507635346
"OR1D2",3.005515218,3.120855453,3.328194693,2.396274316,2.275521118,2.494214231
"OR1E1",2.803809688,2.581449229,2.584280209,2.639560497,2.393606123,2.438527492
"OR1F1",3.409961479,3.488222726,2.891478557,2.746953411,2.696860049,2.403744761
"OR1F2P",3.581793494,3.830093669,3.336325683,3.122004781,2.682648517,2.594028856
"OR1G1",3.042457813,2.976386604,3.095438929,2.552077001,2.7906223,2.554864156
"OR1Q1",3.030360503,2.9650303925,3.039740602,2.2419730445,2.5023372895,2.244682085
"OR2B6",2.664978667,2.857359729,2.658875509,2.513040021,2.045445042,2.241755893
"OR2C1",2.986265675,3.464358578,3.034731741,2.672307202,2.70091122,2.485065474
"OR2F1",3.180956854,3.489821588,3.319650075,2.732460871,2.592224648,2.774320565
"OR2H1",2.8334657884,2.8561376948,3.0150687304,2.4243397808,2.3380155998,2.3224413
"OR2H2",2.893957807,2.959127513,3.0388511095,2.3954340025,2.5411009285,2.313555979
"OR2L13",2.681363618,2.857396028,2.586447373,1.986399704,2.298405396,2.186765582
"OR2S2",3.159584956,2.864870327,2.766352448,2.524472229,2.316547829,2.690945564
"OR2W1",3.046200968,2.867692726,2.82633094,2.594401617,2.569599083,2.374633069
"OR2W3",5.0484475,5.794010139,4.460933556,6.788598866,4.298999258,3.553425789
"OR3A1",2.878331508,3.171528467,3.097907546,2.504239719,2.365807875,2.533399211
"OR3A2",2.882990741,3.002284076,3.157061337,2.735891398,2.41540854,2.092926151
"OR3A3",3.12752689,3.088717827,3.157135794,3.125615616,2.859628183,2.813216545
"OR4D2",3.44564383,3.154052051,3.17857438,2.627541585,2.61408512,3.030231977
"OR51B2",3.735032878,4.057011874,3.550472449,2.838202269,2.850102271,2.59490198
"OR51B4",3.152062554,3.552750442,3.161946107,2.424765751,2.419346905,2.504507938
"OR51E1",3.181772199,2.916096966,3.083042373,2.554521214,3.017353061,2.773762894
"OR51E2",3.310836526,2.901520033,3.143491487,2.440055565,2.56128807466667,2.71492174166667
"OR52A1",3.198389968,2.651733474,2.845562412,2.008755579,1.895943969,2.015842084
"OR5H1",2.513584129,2.632769307,2.777219668,2.264125364,2.637989546,1.970228386
"OR5I1",3.395732781,3.158904995,3.461448654,2.19872089,2.087314528,2.31896661
"OR5L2",3.613287082,3.8180250675,3.678342766,2.695420653,3.008841212,2.8722142775
"OR5P2",3.275549687,2.967485964,3.178449713,2.27295143,2.6470546,2.102423563
"OR5P3",3.531590071,3.38302331,3.304204278,2.17147004,2.886905574,2.582865496
"OR5V1",3.325024157,3.113481601,2.788191382,2.420703669,2.263604337,2.524460743
"OR6A2",2.888309691,3.314440287,2.841670301,2.653520003,2.936194604,2.704063462
"OR6W1P",3.257454018,3.33456571,3.280573125,2.893303529,2.567700392,2.790829071
"OR7A10",3.120640451,2.929304472,2.975541984,2.859257709,2.231079226,2.638478997
"OR7A17",3.500212049,3.216678281,3.58078722,2.936778661,2.957842649,2.383926092
"OR7A5",3.904283623,3.725163704,3.874276722,3.214025941,2.948552811,2.714596524
"OR7D2",3.01510217,2.946035774,3.02856309,2.206414013,2.504905861,2.603497285
"OR7E24",2.91520068,3.006910521,2.841125861,2.489624729,2.279712031,2.517186763
"OR8B8",3.186387031,3.161767799,3.248310667,2.676128447,3.241129704,3.012843288
"OR8D1",3.057855839,3.18362085,3.174420873,2.570179319,2.510940065,2.330895908
"OR8D2",3.157219384,3.32398334,2.675847823,3.288285502,2.686621256,3.112387904
"ORAI1",8.482466739,8.615790388,8.481171299,8.234661509,8.380993609,8.163614434
"ORAI2",6.14536657816667,6.17026822333333,6.14735036516667,5.51405540166667,5.44829980916667,5.50604287233333
"ORAI3",7.173501293,7.312001875,6.899668968,6.479877411,6.789737349,6.614282255
"ORM1",3.587552487,3.883350079,4.215270673,6.908562302,5.209802614,4.026702997
"ORMDL1",9.065518568,8.84190028633333,8.60858824366667,7.78763922166667,8.031280204,8.01205726033333
"ORMDL2",8.352386871,8.514778297,7.583202372,7.347666668,7.718126574,7.218181855
"ORMDL3",5.983535277,6.4374007025,6.2262798575,4.905805767,5.317074959,5.8935762365
"OS9",8.036208623,8.1016346015,8.0857164935,7.807905112,7.635441512,7.712318462
"OSBP",6.33254522933333,6.36218906233333,6.80921456733333,5.765261552,5.65990512433333,6.132474229
"OSBP2",4.415773286,4.80534166233333,3.83256316466667,4.203522106,3.57855529266667,3.204996557
"OSBPL11",6.746593555,6.49548846266667,6.61383462866667,5.769987937,5.96518056233333,5.444017782
"OSBPL1A",4.970328704,5.086918045,5.06601511,4.72085301433333,3.99599560266667,3.98507362066667
"OSBPL2",6.9192508425,7.1894651305,7.110232819,6.9199040915,6.7593663235,6.724274977
"OSBPL3",6.653185564,6.5486224835,7.09038558,5.873286375,5.956685689,6.0367454765
"OSBPL5",4.316121004,4.671914317,4.5646371835,3.5618021855,3.895564859,3.7577654325
"OSBPL6",3.0116766535,2.911843895,2.827747634,2.6250981155,2.7060045485,2.63628955
"OSBPL7",4.284058393,4.06289919466667,4.387990667,3.62547231433333,3.75090411833333,4.01783757433333
"OSBPL8",9.676037706,9.89511052366667,10.0553787826667,8.98462076433333,8.73376324866667,8.66881130833333
"OSBPL9",8.67290775,8.757156551,8.711034127,7.525161712,7.724383163,7.818152684
"OSCAR",6.791626126,6.355790694,5.67193077,5.404048378,6.010346632,5.501502458
"OSGEP",5.275470534,5.378611148,5.076214623,4.519951727,4.5355746925,4.4607297615
"OSGEPL1",6.928843859,7.119544034,6.568343974,5.989491973,6.147595393,5.873987709
"OSGIN1",3.303294043,3.485034396,3.347876078,2.865442661,2.213578758,2.663823302
"OSGIN2",4.408159603,4.4795556095,4.56780772,4.09662819425,3.549894029,3.663729558
"OSM",4.876500089,4.6619408335,7.322325678,5.693865808,4.6471584805,6.1825399695
"OSMR",2.72201571833333,3.00676031266667,3.02859083633333,2.171618427,2.50983189233333,2.28974802766667
"OSR1",2.668988562,2.645656154,2.639982237,2.390342786,2.149617417,2.377005065
"OSR2",3.601440495,3.4055333,3.219171703,5.219895731,3.863415625,3.420788654
"OSTC",9.550595356,9.290664885,9.190597848,8.495438173,8.764426234,8.588020059
"OSTF1",9.450412984,9.345599082,9.446511927,9.482871191,9.667997321,8.715506924
"OSTM1",6.36864418225,6.344324516,6.60229068375,5.808684678,5.382272151,5.38534217625
"OTC",2.682165167,2.735876216,2.716209363,1.976898347,2.091922951,2.227078569
"OTOF",2.819986994,2.9366934655,2.9420496355,2.0988729145,2.4295915735,2.477765143
"OTOP2",3.048054396,3.1776445135,3.0993300835,3.1065889845,2.9282729025,2.946838328
"OTOR",3.006973392,2.821369805,3.378290475,2.599137328,2.654855199,2.230676679
"OTOS",3.210533622,2.946780169,2.82181525,2.18796652,2.517854223,2.566878992
"OTP",3.0341275365,2.992010281,3.0280222185,2.6738059275,2.8213889585,2.8039914625
"OTUB1",6.72682004066667,6.69540218066667,6.65753777166667,5.90879807733333,6.31961307033333,6.13138944133333
"OTUB2",2.96315740866667,3.03345584966667,3.03309727633333,2.47864755833333,3.18077858466667,2.53533993766667
"OTUD1",6.395988411,5.8180108255,6.588496802,6.462052813,6.0213609445,5.795010138
"OTUD3",6.520791505,6.314896579,6.57873696,6.225183112,6.440844134,6.513681894
"OTUD4",6.09363753525,5.998025206,6.35678990525,4.6670878035,4.4860861055,5.14293782875
"OTUD5",6.119455749,6.42941072,6.20278129966667,5.89857743466667,5.97829750133333,6.112189374
"OTUD6B",7.740745755,7.500178725,7.834456513,6.145179236,5.527623025,5.594049261
"OTUD7A",3.290423881,3.2155146255,3.464780699,2.5596405855,2.560178464,2.5948217635
"OTUD7B",3.3700524904,3.2902126074,3.4449979942,2.7645351016,2.8489966218,2.8937283624
"OTX1",3.235227913,3.079299814,3.147852765,2.440562041,2.879739059,2.495085672
"OTX2",2.737391264,2.5679271245,2.7246790705,2.2822899385,2.372140182,2.295177244
"OVGP1",4.983959986,4.582880002,5.408652033,4.533905671,5.134384386,5.247608033
"OVOL1",3.486053814,3.4463564215,3.4928902165,2.993274941,2.765024685,2.774015162
"OVOL2",3.145853283,3.0492230925,2.96342556,2.4601771865,2.5492894195,2.8828960715
"OXA1L",9.588583227,9.378278821,9.561861344,8.813818468,8.865189311,9.159249352
"OXCT1",5.579752129,5.607992482,5.6020903515,4.918479832,4.895923843,5.1197854785
"OXER1",4.2538771,3.895430362,3.612199157,3.323853694,3.615133036,3.741659876
"OXGR1",2.884180017,2.699670377,2.643891851,2.274837365,2.398418959,2.219827929
"OXNAD1",8.826963766,8.901753754,8.007722937,8.283167094,7.709565738,8.840417689
"OXR1",6.4048205325,6.58956986975,6.56787873325,5.59666962375,5.57450397525,5.41965423775
"OXSM",6.794742598,6.898791656,6.589098612,5.218955075,6.264407742,5.993848418
"OXT",2.943191908,2.978478835,2.9196518,2.173971008,2.206271591,2.521744417
"OXTR",3.120426983,3.169086088,3.923704921,3.005080196,3.871636656,2.736235813
"P2RX1",6.165334851,6.754317285,5.847748869,6.555073259,6.136671103,5.592040492
"P2RX2",3.2666637705,3.32525171075,3.2518357985,2.710353197,3.04801144875,2.82059180375
"P2RX3",3.012946989,3.017120373,3.019219467,2.423294423,2.250662544,2.710056886
"P2RX4",7.472555654,7.464082132,7.142232659,7.386263056,6.658748583,7.040179557
"P2RX6",3.3184162445,2.929341563,2.9235610975,2.6029557735,2.559758419,2.525429119
"P2RX7",4.818367817,4.819911303,5.628976419,5.06538703,4.956910117,4.144444081
"P2RY1",3.520921298,3.625240624,3.863021223,2.787212246,2.376021904,2.543890679
"P2RY10",7.7612199035,7.940286431,8.1205673665,6.7217408175,6.4224462215,7.2129151585
"P2RY12",7.357923505,7.826491199,5.7638246285,6.3964022335,5.993132817,4.373572215
"P2RY13",6.150383295,6.793862047,6.438408082,7.006161433,7.6188893,4.957912355
"P2RY14",6.161501234,7.595133611,5.891512027,5.476289052,5.105449929,5.158599918
"P2RY2",4.833358537,4.578031503,4.979555914,3.612480766,3.911697853,3.956133052
"P2RY4",3.365389893,3.25340486,3.405216923,2.531980671,3.085056012,2.521186468
"P2RY6",4.258315304,3.884201756,3.770277516,3.242735577,3.486606287,2.688986112
"P2RY8",10.17605983,9.691568372,10.21963444,8.614745098,9.013985181,9.213865119
"P4HA1",5.381425243,5.2632394185,5.2650760475,4.5819426195,4.3996948895,4.4448819295
"P4HA2",3.118641391,2.9093861775,2.9713770565,2.3162095,2.739245371,2.4425204425
"P4HA3",3.1045659655,3.3792676895,3.2450742015,2.84940806,2.8855935565,2.790994617
"P4HTM",6.46875684,5.978245592,6.335889479,6.442558668,6.448118083,6.450179789
"PAAF1",5.4207866145,5.476945547,5.063255103,4.657805185,4.562204624,4.88511862
"PABPC1L",5.435829897,5.35723613233333,5.325278334,4.86315893166667,4.99724088433333,4.5224876
"PABPC1L2B",3.152572656,3.184083963,3.495437782,2.955051524,3.017837757,2.859528874
"PABPC3",12.88749688,12.84740986,12.93288259,12.18084426,11.948923,12.12545529
"PABPC4",9.578322499,9.47366669,9.452698827,8.63856387,8.826059008,8.898964821
"PABPC5",2.686896105,2.636066635,2.667830503,2.401527002,2.193277243,2.078856796
"PACRG",2.9852985335,3.070055406,3.100197598,2.782734279,2.7370192085,2.719230321
"PACRGL",4.3972267375,4.0927660725,4.13280644175,3.89989988225,3.4163747615,3.32788949225
"PACS1",4.6595005935,4.746272703,4.69260731,4.191860503,4.142404123,4.575716095
"PACS2",6.141514227,6.14912427425,6.18412610075,5.5078661355,5.70757146425,5.5258165675
"PACSIN1",3.805796807,3.9814266535,3.6364807585,3.2344573475,3.1227812205,3.6269335995
"PACSIN3",3.1638977155,3.367115888,3.1807636775,2.62822467,2.967145256,2.445249926
"PADI1",3.6878761895,3.664175679,3.695922985,3.6924533965,3.579914764,3.4649293765
"PADI2",4.508617212,4.234580148,3.945175338,4.54167318633333,4.49543720733333,3.410951473
"PADI3",3.456160931,3.228644058,3.202755217,2.237541336,2.518739391,2.738935248
"PAEP",2.750535588,2.712612004,2.964618114,2.342663385,2.202538506,2.514314166
"PAF1",6.330905902,6.208889036,6.173602818,5.408405406,6.160199847,6.257898808
"PAFAH1B1",7.2691879855,7.55494700675,7.19811628125,7.1878397555,7.2286540705,7.05356862325
"PAFAH1B2",5.34525744566667,5.30809960166667,5.59279086666667,4.67289562866667,4.70852509033333,4.64450815466667
"PAFAH1B3",5.90485079,5.88967879,5.983947014,5.185572481,5.462047231,5.606508993
"PAFAH2",5.2358061505,5.206937655,4.856224229,4.1578398275,4.757594865,4.0885156205
"PAG1",8.943991326,9.27065928333333,9.39242134233333,8.49398091766667,8.44602959833333,9.15999479266667
"PAGE1",2.849132564,3.284121726,2.665210573,3.078822305,2.610584307,2.575241489
"PAGE4",2.848914525,3.046760148,2.889814277,2.71309927,2.450171289,2.375950791
"PAGE5",3.789276761,3.391885496,3.618965081,3.16151203,2.722024494,3.218134944
"PAH",2.90511626633333,2.88734618766667,2.79833692533333,2.25795099866667,2.29845883133333,2.475395353
"PAICS",5.99761770033333,5.88014793066667,5.555165951,5.034600457,5.16478699166667,5.30818856166667
"PAIP1",7.5714735655,7.402816736,7.965653723,6.3282846335,5.968347392,6.4331394375
"PAIP2",8.64316268933333,8.60038356433333,8.61820627733333,7.68616923,7.81990673333333,8.02112217166667
"PAIP2B",4.57214993,4.502239192,4.20315286,4.752735188,4.257984609,5.497177882
"PAK1",6.6805330485,6.619857117,6.561438191,6.128717206,6.0877488515,5.6791993065
"PAK1IP1",7.357873682,7.383388838,6.900354449,5.787958239,6.544073906,5.964968273
"PAK2",6.34365708183333,6.51213465316667,6.692434951,6.2208754625,6.10556508383333,5.88838632466667
"PAK4",4.13637624966667,4.22442618933333,4.30568359433333,3.64346018466667,3.84575123,3.947380978
"PALB2",5.48955415,6.350653958,6.116075336,4.655880048,5.430474065,5.28915958
"PALLD",5.2556737655,4.77627976775,5.231493665,4.02102211825,3.637585804,4.57656169775
"PALM",3.353947064,3.759716847,3.095999385,2.703897529,2.715771746,2.823712638
"PALMD",2.856954626,2.87934636933333,2.83308059233333,2.502063194,2.422220506,2.466779125
"PAM",7.47138812566667,7.42365970233333,7.63625824766667,5.942910729,6.42141441766667,6.04070176533333
"PAN2",7.460348473,8.062801942,7.738017108,7.106869827,6.815445248,7.494105998
"PAN3",9.694788036,9.654933202,9.617115605,9.156703946,8.949281581,9.357655667
"PANK1",3.220380231,3.248873306,3.175056133,2.810288218,2.537646619,2.900482511
"PANK2",5.48543968825,5.05993408375,5.75527430775,4.315834525,4.33374811375,4.52683109675
"PANK4",6.922064898,6.976870502,6.644468181,6.079424905,6.440510443,6.234966561
"PANX1",5.992911935,6.399754918,6.226523552,5.270239302,5.244788783,4.613605654
"PANX2",3.33286625466667,3.16417599733333,3.33263850033333,3.028140874,2.88792580133333,2.99260595433333
"PANX3",2.826356042,2.564639119,2.835478585,2.347364219,2.267026192,2.274537102
"PAOX",5.935132998,5.435423279,5.1376781375,4.9263132295,5.004769317,4.687836107
"PAPLN",3.2001232235,3.4843733355,3.1742768135,2.795705933,2.8441148265,2.7779162865
"PAPOLB",3.193194491,2.958527913,2.864763139,2.095350861,2.36936983,2.096212824
"PAPOLG",5.6556042478,6.3012634312,5.784399366,4.8063942886,5.0079780694,4.802391109
"PAPPA",3.11005723572727,3.08286565945455,3.10637339172727,2.47605116636364,2.46751781427273,2.46307861418182
"PAPPA2",3.927229178,3.73781941625,3.7767288705,3.18154808,3.410217561,3.18890275175
"PAPSS1",9.127650667,9.33516283,9.484248054,8.580707378,8.240681224,8.206902951
