"Gene.Symbol","Flu.non.immunized.healthy","Flu.non.immunized.healthy.1","Flu.non.immunized.healthy.2","Flu.non.immunized.healthy.3","Flu.non.immunized.healthy.4","Flu.non.immunized.healthy.5"
"EMILIN1",2.909840236,3.342428941,3.14423339,2.460308334,2.815729603,2.353676668
"EMILIN2",6.270537767,6.43757562966667,6.63984399666667,5.521587674,5.58525987366667,5.04815249933333
"EMILIN3",3.407584601,2.733302485,2.946003183,2.651033539,2.329256125,2.79292185
"EML1",2.8717364285,3.115872268,2.714412427,2.2640749635,2.317244334,2.211308519
"EML2",3.80131946733333,3.9284302115,3.63015520266667,3.10920198183333,3.10161836883333,3.282187475
"EML3",4.49564389966667,4.22886817633333,4.44674558866667,4.203017578,4.34357430133333,4.311448506
"EML4",7.23288182233333,7.334875975,7.8595276125,6.59504019066667,6.76948544916667,7.239758374
"EMP1",3.82430882075,3.98934122275,3.9872267845,3.25013473275,3.0898918925,2.997841593
"EMP2",3.1845987915,3.02677817225,3.02742848275,2.3936917265,2.52873870675,2.5559057605
"EMP3",9.781428982,9.5927058,9.750775347,9.690559356,9.68377036,9.705509925
"EMX1",3.29946292,3.538554345,3.3391490775,2.9439823345,2.7978426705,2.7666633605
"EMX2",2.682353523,2.709499728,2.486241665,2.139971918,2.055614464,2.342428079
"EN1",2.601654624,2.702812852,2.830916478,1.934031199,2.366551337,2.089600921
"EN2",3.180593848,2.633259603,2.799181512,2.35904413,2.213757979,2.947286401
"ENAH",3.23959016566667,3.17812760966667,3.02487520366667,2.58774717533333,2.562550833,2.71912085633333
"ENAM",3.125687513,3.1439544275,3.1306478595,2.338248652,2.4627697825,2.3162095355
"ENC1",7.0778213975,5.8689032785,8.4383720825,3.8219368555,4.667990627,6.3103399
"ENDOD1",6.08349034,8.519709774,6.4212973275,7.3949548225,7.0508385445,5.2289576405
"ENDOG",5.711695369,5.371766044,5.746761308,4.526312618,4.736609208,3.807423919
"ENG",4.432518119,4.033708224,4.4843335945,4.0808406115,4.128906805,3.7953089445
"ENHO",3.673443813,3.502871059,3.493157194,3.084180677,3.313950439,3.577012156
"ENO1",8.40349908733333,8.270721533,8.64261787933333,8.22707174733333,7.857611607,7.86330775933333
"ENO2",6.216286595,6.927666609,6.056940215,6.508036667,6.253891468,5.977277111
"ENO3",4.06857454,4.0755258795,3.9456217805,3.16668248,3.1020239,3.3446675505
"ENOPH1",9.188007718,8.953235974,9.259048759,7.959328738,7.854789779,8.310632977
"ENOSF1",7.029434695,7.035323861,6.455825485,6.164785783,5.82991407533333,6.160328997
"ENOX1",3.501869321,3.456780383,3.571422712,2.816716493,3.051260134,2.395531395
"ENOX2",5.1172703205,5.271712999,5.222385303,4.399427159,4.45492325575,4.07421355175
"ENPEP",2.8021442075,2.68990204,2.7425479305,2.1339494535,2.22820972,2.211982945
"ENPP1",3.1728125345,3.12124274025,3.149167428,2.50820200525,2.647531175,2.55438145325
"ENPP2",4.0937704345,4.8907075815,3.9379867995,3.236310462,3.0510475335,3.178444968
"ENPP3",3.6344615275,3.4377887275,3.3119143015,2.857697782,2.2810201755,3.3637197005
"ENPP4",6.631624383,6.563177766,7.0634549605,5.1768283205,5.4033229905,5.502972845
"ENPP5",3.860524454,3.9331045555,3.743906383,2.730896048,2.691841053,2.416432579
"ENPP7",3.502663337,3.46201502,3.403653133,3.013871289,3.114431302,2.949322285
"ENSA",7.1649653388,6.795749307,6.8631476684,6.3799340406,6.4623137996,6.3700626474
"ENTHD1",2.963321134,2.9145628635,2.929688496,2.4917206125,2.2605273035,2.2705975145
"ENTPD1",6.604606683,6.373193825,6.724042726,5.9071032998,6.1409882696,5.5516889952
"ENTPD2",3.4046381275,3.619230519,3.294500822,3.0442563855,2.94687089,2.7361434045
"ENTPD3",2.9666941755,2.96025409,3.235217211,2.22688476,2.443804645,2.4681859475
"ENTPD4",6.81074983933333,6.727943774,7.03140906266667,6.27583145833333,6.067575958,6.14072336033333
"ENTPD5",3.571767206,3.508368525,3.6869109835,2.7582775175,2.7969115845,3.1012771195
"ENTPD6",5.388490446,5.07957869,5.3513797285,4.404042496,4.09495661,4.7292217035
"ENTPD7",4.650792182,4.6836280295,4.706993156,3.199972386,4.0114284825,3.9425910855
"ENY2",8.03302951533333,7.82404073833333,8.08082937566667,7.20807053766667,7.17703812333333,7.02402599033333
"EOMES",7.942902162,7.767855636,7.683225966,5.923269696,7.862673894,6.656337746
"EP400",6.12896245675,6.1373324715,6.083595066,4.8420659595,4.82721130825,5.01549608875
"EPAS1",3.12021728366667,3.15158082633333,3.410444884,2.89606734533333,2.59143892866667,2.72718110366667
"EPB41",7.716973183,7.32984227875,7.46759376525,7.091547541,6.607490911,6.7178193765
"EPB41L1",3.06459993475,2.82339542975,2.81424407225,2.44566507,2.41229387925,2.5018738165
"EPB41L2",5.2205846595,5.2787896305,5.117436012,5.4235933585,4.7542070095,5.4512509655
"EPB41L3",6.86588712933333,8.13519506966667,7.90222507933333,6.70578360866667,6.91517148433333,6.14951113433333
"EPB41L4B",3.0143825795,2.84824777033333,2.9182828075,2.55973498466667,2.52926272116667,2.59166008566667
"EPB41L5",3.659298555,3.73583018233333,3.91399921833333,3.04245237233333,3.643129904,3.46176956733333
"EPB42",7.761415778,6.521644423,5.785703224,8.916008853,6.534090147,5.767620357
"EPC1",7.3947443585,7.52550972575,7.50626867675,6.916689898,7.02993584575,7.201601326
"EPCAM",3.651475441,3.079776592,2.932528325,2.926485148,2.551607365,2.769869546
"EPHA1",3.5598092885,3.663470062,3.521040189,3.5142061945,3.5393484135,2.946438641
"EPHA10",2.95641784833333,3.013711747,3.172279366,2.80170357033333,2.788717724,2.96119349533333
"EPHA2",3.646472861,3.673686886,3.913623072,2.750228333,2.417119063,2.700531487
"EPHA3",2.73351600266667,2.67758334033333,2.67112554133333,2.31058927366667,2.39900149133333,2.30368023233333
"EPHA4",4.9447476152,4.8928397344,5.4533025538,4.4965455046,4.7392396516,4.7045387356
"EPHA5",3.11749328466667,2.89517610966667,2.986415417,2.79442763933333,2.62198901066667,2.50970868
"EPHA7",2.89801643875,2.8127469395,2.850738247,2.3991248935,2.3180081245,2.19591024325
"EPHA8",3.088456325,3.1292798685,3.372142878,2.6629415375,2.875640001,2.504417495
"EPHB1",3.48307888866667,3.531944568,3.59260795533333,3.18298718033333,2.665466411,2.924660217
"EPHB2",3.81840746325,3.707492069,3.7551164885,3.09581992,3.3199096355,3.086222602
"EPHB3",3.7322159745,3.719799808,3.3372596195,2.7394489905,2.667015734,2.8683391875
