"x"
"Flu.non.immunized.healthy _healthyNonImmz"
"Flu.non.immunized.healthy.1 _healthyNonImmz"
"Flu.non.immunized.healthy.2 _healthyNonImmz"
"Flu.non.immunized.healthy.3 _healthyNonImmz"
"Flu.non.immunized.healthy.4 _healthyNonImmz"
"Flu.non.immunized.healthy.5 _healthyNonImmz"
"mean _healthyNonImmz"
"median _healthyNonImmz"
